t_s,x2_control_m,x2_delta_theta2_1e-08_m,x2_delta_theta2_1e-06_m,x2_delta_theta2_0.0001_m,x2_delta_theta2_0.01_m,x2_delta_theta2_2_m
3.899999999999999911e+00,1.066005265283914927e+00,1.066006972721149637e+00,1.066175999556659093e+00,1.082983298446644760e+00,1.480314595892415097e+00,-1.235415015348841017e+00
3.910000000000000142e+00,1.094984912605657890e+00,1.094986646654633411e+00,1.095158307304484158e+00,1.112221500028457433e+00,1.449718479191889120e+00,-1.299374723053243974e+00
3.919999999999999929e+00,1.123801103970079707e+00,1.123802862960022297e+00,1.123976991984087626e+00,1.141279199187280824e+00,1.410771292846595415e+00,-1.362573622027441811e+00
3.930000000000000160e+00,1.152430140747230158e+00,1.152431922873073278e+00,1.152608341534649972e+00,1.170131338314508440e+00,1.364380055519233359e+00,-1.424704539491630451e+00
3.939999999999999947e+00,1.180846530813432382e+00,1.180848334127369448e+00,1.181026849556853886e+00,1.198750980214049022e+00,1.311935524382572993e+00,-1.485330428124129298e+00
3.950000000000000178e+00,1.209022839548230310e+00,1.209024661950602653e+00,1.209205066242476700e+00,1.227109151970657619e+00,1.254921079042309096e+00,-1.543809600734436405e+00
3.959999999999999964e+00,1.236929529324525268e+00,1.236931368554011312e+00,1.237113437797078941e+00,1.255174677259169425e+00,1.194634214332875199e+00,-1.599179416702980028e+00
3.970000000000000195e+00,1.264534789041315221e+00,1.264536642664306321e+00,1.264720135887131836e+00,1.282913996406469970e+00,1.132090537373572126e+00,-1.649987659086432856e+00
3.979999999999999982e+00,1.291804348724575391e+00,1.291806214123464081e+00,1.291990872137045443e+00,1.310290969905564928e+00,1.068043028737617473e+00,-1.694099981535932997e+00
3.990000000000000213e+00,1.318701279613624822e+00,1.318703153973935560e+00,1.318888698095871170e+00,1.337266665435708157e+00,1.003040413435345446e+00,-1.728649333683709433e+00
4.000000000000000000e+00,1.345185777956895645e+00,1.345187658252934293e+00,1.345373788885610544e+00,1.363799125422312297e+00,9.374851313653979057e-01,-1.750521320470115771e+00
4.009999999999999787e+00,1.371214928023758217e+00,1.371216811002334612e+00,1.371403206021656773e+00,1.389843109154913714e+00,8.716786930325620686e-01,-1.757606198453932844e+00
4.020000000000000462e+00,1.396742438694274391e+00,1.396744320856149635e+00,1.396930633773629360e+00,1.415349805161206342e+00,8.058539380922481454e-01,-1.749937716995884518e+00
4.030000000000000249e+00,1.421718354027590614e+00,1.421720231606237617e+00,1.421906089464425982e+00,1.440266511079939749e+00,7.401969901579202871e-01,-1.729439312422026198e+00
4.040000000000000036e+00,1.446088725359259364e+00,1.446090594295911469e+00,1.446275595197567654e+00,1.464536266663139852e+00,6.748618379254434085e-01,-1.698715338649726014e+00
4.049999999999999822e+00,1.469795238346807587e+00,1.469797094261255488e+00,1.469980804475928604e+00,1.488097434198545788e+00,6.099798095366660844e-01,-1.660147914088621945e+00
4.060000000000000497e+00,1.492774786354113425e+00,1.492776624510148142e+00,1.492958575050643999e+00,1.510883213462292929e+00,5.456655259451751450e-01,-1.615608716657439103e+00
4.070000000000000284e+00,1.514958975248525963e+00,1.514960790512598798e+00,1.515140473039719105e+00,1.532821072890959035e+00,4.820204054534690807e-01,-1.566491345603751029e+00
4.080000000000000071e+00,1.536273540054799103e+00,1.536275326846344047e+00,1.536452188746865843e+00,1.553832077217322638e+00,4.191344449912113856e-01,-1.513825032812287974e+00
4.089999999999999858e+00,1.556637659394557227e+00,1.556639411626442593e+00,1.556812850114265068e+00,1.573830092991681529e+00,3.570867842504431011e-01,-1.458379870327286332e+00
4.099999999999999645e+00,1.575963138258559493e+00,1.575964849264645640e+00,1.576134204203033740e+00,1.592720833476927833e+00,2.959454244435152370e-01,-1.400745257898406093e+00
4.110000000000000320e+00,1.594153426904854953e+00,1.594155089352288002e+00,1.594319634564817179e+00,1.610400712290598557e+00,2.357663952772540705e-01,-1.341384640827748775e+00
4.120000000000000107e+00,1.611102440661427604e+00,1.611104046444036708e+00,1.611262979153058161e+00,1.626755459627553968e+00,1.765926184067797555e-01,-1.280673120049516944e+00
4.129999999999999893e+00,1.626693133339079056e+00,1.626694673447820927e+00,1.626847101438722021e+00,1.641658449368564199e+00,1.184526928889010344e-01,-1.218923452160877163e+00
4.139999999999999680e+00,1.640795771099021305e+00,1.640797235464772852e+00,1.640942161511948605e+00,1.654968677856931691e+00,6.135979685720205357e-02,-1.156404315206394084e+00
4.150000000000000355e+00,1.653265845963569403e+00,1.653267223267140151e+00,1.653403526311278737e+00,1.666528330664083013e+00,5.310892438294634310e-03,-1.093353409902810158e+00
4.160000000000000142e+00,1.663941564937690742e+00,1.663942842381952669e+00,1.664069254956299204e+00,1.676159877661545616e+00,-4.971361906167504063e-02,-1.029987066941694618e+00
4.169999999999999929e+00,1.672640856709030732e+00,1.672642019749268405e+00,1.672757101268800284e+00,1.683662657983341360e+00,-1.037496770310679661e-01,-9.665074390732446563e-01
4.179999999999999716e+00,1.679157864078264728e+00,1.679158896110372501e+00,1.679261001988768376e+00,1.688808973542664571e+00,-1.568487072179496344e-01,-9.031079676805212619e-01
4.190000000000000391e+00,1.683258956771583215e+00,1.683259838785797324e+00,1.683347086146492311e+00,1.691339834710707368e+00,-2.090761176974998969e-01,-8.399775563157627634e-01
4.200000000000000178e+00,1.684678442128281883e+00,1.684679152352510645e+00,1.684749384724619548e+00,1.690960749037507149e+00,-2.605091823056745470e-01,-7.773037052111615441e-01
4.209999999999999964e+00,1.683114430299333275e+00,1.683114943886951487e+00,1.683165700333772552e+00,1.687338397767766729e+00,-3.112343993070166848e-01,-7.152747374158417992e-01
4.219999999999999751e+00,1.678225816935249970e+00,1.678226105805896928e+00,1.678254605258034271e+00,1.680099814103753975e+00,-3.613444549743364265e-01,-6.540811602156351157e-01
4.230000000000000426e+00,1.669632192030202411e+00,1.669632225057062547e+00,1.669635385043570341e+00,1.668836840358557172e+00,-4.109349498456558170e-01,-5.939161471667956382e-01
4.240000000000000213e+00,1.656919730885695774e+00,1.656919474736981979e+00,1.656893995025043198e+00,1.653120076201818556e+00,-4.601010582790690528e-01,-5.349750979376191040e-01
4.250000000000000000e+00,1.639657580036131268e+00,1.639657001084461996e+00,1.639599553206073868e+00,1.632527532425326111e+00,-5.089342873409623547e-01,-4.774542338951996978e-01
4.259999999999999787e+00,1.617430041920206341e+00,1.617429109616271177e+00,1.617336671461724773e+00,1.606692009524159914e+00,-5.575194817054026641e-01,-4.215482193756731055e-01
4.270000000000000462e+00,1.589887971090848673e+00,1.589886662847847631e+00,1.589757002688771514e+00,1.575365208518385352e+00,-6.059321891141917771e-01,-3.674468632786144773e-01
4.280000000000000249e+00,1.556815565915658173e+00,1.556813872698879830e+00,1.556646102455720992e+00,1.538484838738962912e+00,-6.542364615895002178e-01,-3.153310385310781339e-01
4.290000000000000036e+00,1.518196065910287551e+00,1.518193996629138010e+00,1.517989005670912217e+00,1.496219186357173214e+00,-7.024831246882901059e-01,-2.653680521300421091e-01
4.299999999999999822e+00,1.474249149585752594e+00,1.474246732008427152e+00,1.474007275969572150e+00,1.448964386147309824e+00,-7.507085041568803963e-01,-2.177067796505448571e-01
4.310000000000000497e+00,1.425417311115628305e+00,1.425414588305511376e+00,1.425144934684446696e+00,1.397289856050295764e+00,-7.989335644203545694e-01,-1.724729306231276293e-01
4.320000000000000284e+00,1.372302038467535956e+00,1.372299062080348797e+00,1.372004326039152344e+00,1.341853898823124336e+00,-8.471633805718808974e-01,-1.297648198883800674e-01
4.330000000000000071e+00,1.315576162481512323e+00,1.315572985680050433e+00,1.315258429090782055e+00,1.283322076265573486e+00,-8.953868437217195053e-01,-8.964998313371919103e-02
4.339999999999999858e+00,1.255904938953955163e+00,1.255901611156840403e+00,1.255572123758023295e+00,1.222310311812211392e+00,-9.435764836840819791e-01,-5.216289987530697836e-02
4.350000000000000533e+00,1.193894616152866739e+00,1.193891180292170340e+00,1.193551009160303877e+00,1.159356921552513686e+00,-9.916882811847956836e-01,-1.730398958408663201e-02
4.360000000000000320e+00,1.130069613783400762e+00,1.130066105585613156e+00,1.129718784575550083e+00,1.094916501987225121e+00,-1.039661334056918296e+00,1.496005754514873054e-02
4.370000000000000107e+00,1.064869889988911966e+00,1.064866338442572502e+00,1.064514734774764548e+00,1.029366117208482700e+00,-1.087417232433959713e+00,4.469465175816356162e-02
4.379999999999999893e+00,9.986589489554813515e-01,9.986553772784564353e-01,9.983017873706092615e-01,9.630164332604173039e-01,-1.134858985463810477e+00,7.199449854836659224e-02
4.389999999999999680e+00,9.317356575309293509e-01,9.317320842247767132e-01,9.313783380370453946e-01,8.961235207947857440e-01,-1.181869320165654047e+00,9.697980841099307359e-02
4.400000000000000355e+00,8.643461043885983797e-01,8.643425441861946057e-01,8.639900989611790649e-01,8.288993576413424824e-01,-1.228308144523060808e+00,1.197917656635600903e-01
4.410000000000000142e+00,7.966938806091057312e-01,7.966903452518413475e-01,7.963403623726463820e-01,7.615204077286253925e-01,-1.274008917835664390e+00,1.405875355762049583e-01
4.419999999999999929e+00,7.289483523765430961e-01,7.289448512209392161e-01,7.285982561966534155e-01,6.941343065978363702e-01,-1.318773619644589168e+00,1.595351026529013838e-01
4.429999999999999716e+00,6.612510504483505303e-01,6.612475909274837527e-01,6.609051190179004998e-01,6.268649439310747251e-01,-1.362365946615622825e+00,1.768082239949467782e-01
4.440000000000000391e+00,5.937205055703235201e-01,5.937170935417527273e-01,5.933793241591278633e-01,5.598162991304248548e-01,-1.404502338004339768e+00,1.925817487633718628e-01
4.450000000000000178e+00,5.264558971291597445e-01,5.264525371393373732e-01,5.261199199950516991e-01,4.930753678041057131e-01,-1.444840509472603785e+00,2.070275022117712416e-01
4.459999999999999964e+00,4.595398513984014777e-01,4.595365468890595939e-01,4.592094224048692830e-01,4.267144688084720805e-01,-1.482965552471642523e+00,2.203108671184488276e-01
4.469999999999999751e+00,3.930406724026534460e-01,3.930374258796043296e-01,3.927160418864654168e-01,3.607931670156055981e-01,-1.518374735327810976e+00,2.325881261158478930e-01
4.480000000000000426e+00,3.270142320702945637e-01,3.270110452504916276e-01,3.266955715381091307e-01,2.953599953541752310e-01,-1.550464681415538948e+00,2.440045640447685571e-01
4.490000000000000213e+00,2.615056942348329971e-01,2.615025681833987314e-01,2.611931100626108671e-01,2.304541133753407744e-01,-1.578529685701963059e+00,2.546932775180912323e-01
4.500000000000000000e+00,1.965512011732175601e-01,1.965481364388302343e-01,1.962447481432255114e-01,1.661070000749838016e-01,-1.601788003344822187e+00,2.647746024989586777e-01
4.509999999999999787e+00,1.321796119796910807e-01,1.321766087338252516e-01,1.318793072037118264e-01,1.023442440870393488e-01,-1.619460180478687228e+00,2.743560508682649779e-01
4.520000000000000462e+00,6.841434900224507842e-02,6.841140718556271150e-02,6.812018656225982127e-02,3.918746847581378034e-02,-1.630915679054715017e+00,2.835326417239643071e-01
4.530000000000000249e+00,5.275383006683953546e-03,5.272502484112207011e-03,4.987349462533929856e-03,-2.334359565151777893e-02,-1.635860623722046103e+00,2.923875182055685196e-01
4.540000000000000036e+00,-5.721863284877237721e-02,-5.722145212379448065e-02,-5.750054203295440480e-02,-8.522888401481176768e-02,-1.634472736984258212e+00,3.009927539081145298e-01
4.549999999999999822e+00,-1.190480815905839429e-01,-1.190508394029534678e-01,-1.193238447310659978e-01,-1.464456295093399252e-01,-1.627380834532902387e+00,3.094102684050723528e-01
4.560000000000000497e+00,-1.801899589314192029e-01,-1.801926546223441283e-01,-1.804595099209606035e-01,-2.069658510741771429e-01,-1.615490028132806399e+00,3.176927892561378641e-01
4.570000000000000284e+00,-2.406153148905664230e-01,-2.406179471668068448e-01,-2.408785241225241958e-01,-2.667537057607768936e-01,-1.599764982134042723e+00,3.258848132120375496e-01
4.580000000000000071e+00,-3.002865578996145035e-01,-3.002891246331153563e-01,-3.005432122300460418e-01,-3.257626936180731403e-01,-1.581077050292717168e+00,3.340235338924603115e-01
4.589999999999999858e+00,-3.591546120339028092e-01,-3.591571100505927538e-01,-3.594043936590725075e-01,-3.839327031023466175e-01,-1.560140491029184950e+00,3.421397147055288412e-01
4.600000000000000533e+00,-4.171559114507493726e-01,-4.171583363071429407e-01,-4.173983755671291096e-01,-4.411868838358860012e-01,-1.537509549761272076e+00,3.502584942834640058e-01
4.610000000000000320e+00,-4.742092190124420625e-01,-4.742115647599364769e-01,-4.744437702442070304e-01,-4.974283552411953857e-01,-1.513602294642000246e+00,3.584001191232297767e-01
4.620000000000000107e+00,-5.302122842380438961e-01,-5.302145431787494978e-01,-5.304381522229345558e-01,-5.525368220549203846e-01,-1.488730238960501495e+00,3.665806024075746183e-01
4.629999999999999893e+00,-5.850384293946901959e-01,-5.850405918417177498e-01,-5.852546448241181531e-01,-6.063653051544276584e-01,-1.463124819485196015e+00,3.748123113235126702e-01
4.639999999999999680e+00,-6.385333117570632933e-01,-6.385353658302250768e-01,-6.387386859735750821e-01,-6.587374622224608789e-01,-1.436958343709245467e+00,3.831044873134130668e-01
4.650000000000000355e+00,-6.905124109839095858e-01,-6.905143425040007887e-01,-6.907055254696203850e-01,-7.094464365765045244e-01,-1.410359680735204124e+00,3.914637046105846618e-01
4.660000000000000142e+00,-7.407603051194381338e-01,-7.407620977162596709e-01,-7.409395224155114201e-01,-7.582568880622297947e-01,-1.383425735685802849e+00,3.998942730947528945e-01
4.669999999999999929e+00,-7.890335695318401177e-01,-7.890352051523026322e-01,-7.891970842477584736e-01,-8.049127607277845042e-01,-1.356229772099071695e+00,4.083985912524203954e-01
4.679999999999999716e+00,-8.350700478020433026e-01,-8.350715078725593488e-01,-8.352160031498309101e-01,-8.491540029176107840e-01,-1.328827451545764760e+00,4.169774555295620022e-01
4.690000000000000391e+00,-8.786077689659419487e-01,-8.786090364574823397e-01,-8.787344636181571023e-01,-8.907447854276963062e-01,-1.301261241707614591e+00,4.256303305430424455e-01
4.700000000000000178e+00,-9.194156795425221240e-01,-9.194167419761336557e-01,-9.195218684446204715e-01,-9.295121167638999982e-01,-1.273563661521423862e+00,4.343555861042709410e-01
4.709999999999999964e+00,-9.573339759901875468e-01,-9.573348288957721497e-01,-9.574192161448950023e-01,-9.653865299857624649e-01,-1.245759696608495615e+00,4.431507040596985303e-01
4.719999999999999751e+00,-9.923140933049305890e-01,-9.923147429615397641e-01,-9.923790171377411262e-01,-9.984292509322112430e-01,-1.217868618771214884e+00,4.520124600123498482e-01
4.730000000000000426e+00,-1.024441897367283971e+00,-1.024442361409780622e+00,-1.024488272285600576e+00,-1.028830855828781532e+00,-1.189905375946970212e+00,4.609370831211516695e-01
4.740000000000000213e+00,-1.053930446301504009e+00,-1.053930751565931301e+00,-1.053960958220886646e+00,-1.056879023674337059e+00,-1.161881670026004620e+00,4.699203949405537095e-01
4.750000000000000000e+00,-1.081083019958512192e+00,-1.081083198388764544e+00,-1.081100863601787143e+00,-1.082909129739214382e+00,-1.133806806840531589e+00,4.789579323533962318e-01
4.759999999999999787e+00,-1.106242367460130716e+00,-1.106242451775421021e+00,-1.106250813449391135e+00,-1.107257342809478740e+00,-1.105688379001939614e+00,4.880450547359866387e-01
4.770000000000000462e+00,-1.129745468458696944e+00,-1.129745488944743581e+00,-1.129747543124000497e+00,-1.130228888365087947e+00,-1.077532826147848954e+00,4.971770376064477692e-01
4.780000000000000249e+00,-1.151894585971091622e+00,-1.151894568807869890e+00,-1.151892904769888926e+00,-1.152083349981868121e+00,-1.049345904171027355e+00,5.063491543079439161e-01
4.790000000000000036e+00,-1.172944943457986611e+00,-1.172944910286709996e+00,-1.172941668091234790e+00,-1.173032426443384901e+00,-1.021133088306975356e+00,5.155567464256678445e-01
4.799999999999999822e+00,-1.193103919762452447e+00,-1.193103887981616706e+00,-1.193100787978172761e+00,-1.193244424564547490e+00,-9.928999267447975452e-01,5.247952842043952515e-01
4.810000000000000497e+00,-1.212536180491809112e+00,-1.212536163864149419e+00,-1.212534566830770544e+00,-1.212851267854932358e+00,-9.646523582591002288e-01,5.340604176537228076e-01
4.820000000000000284e+00,-1.231370842924139897e+00,-1.231370852242842817e+00,-1.231371825319803825e+00,-1.231955661174432892e+00,-9.363970023706830181e-01,5.433480190439176072e-01
4.830000000000000071e+00,-1.249708571093933962e+00,-1.249708614788878958e+00,-1.249712991443334253e+00,-1.250637381760399514e+00,-9.081414291950007378e-01,5.526542173349482390e-01
4.839999999999999858e+00,-1.267627722152810499e+00,-1.267627806796059797e+00,-1.267636236809297934e+00,-1.268958408180299591e+00,-8.798944120983198669e-01,5.619754249865998030e-01
4.850000000000000533e+00,-1.285189327271310189e+00,-1.285189457979607042e+00,-1.285202447244426338e+00,-1.286966939495184814e+00,-8.516661654595896191e-01,5.713083579698051695e-01
4.860000000000000320e+00,-1.302440986379729049e+00,-1.302441167127138533e+00,-1.302459108555219514e+00,-1.304700479765783960e+00,-8.234685669684771447e-01,5.806500490918624635e-01
4.870000000000000107e+00,-1.319419857550292896e+00,-1.319420091407931928e+00,-1.319443288631328093e+00,-1.322188182637843434e+00,-7.953153631869654960e-01,5.899978553298788064e-01
4.879999999999999893e+00,-1.336154932884586088e+00,-1.336155222203575965e+00,-1.336183907661074644e+00,-1.339452630138022515e+00,-7.672223542699135868e-01,5.993494598377200333e-01
4.889999999999999680e+00,-1.352668769640509971e+00,-1.352669116191654641e+00,-1.352703464936612532e+00,-1.356511187554730657e+00,-7.392075530607389311e-01,6.087028687558726503e-01
4.900000000000000355e+00,-1.368978813099939407e+00,-1.368979218180836455e+00,-1.369019358471561087e+00,-1.373377044618295129e+00,-7.112913117486581172e-01,6.180564034848861077e-01
4.910000000000000142e+00,-1.385098416822179601e+00,-1.385098881340084187e+00,-1.385144902830923286e+00,-1.390060026376895408e+00,-6.834964081663399416e-01,6.274086895384978213e-01
4.919999999999999929e+00,-1.401037640156906239e+00,-1.401038164693556354e+00,-1.401090124845220997e+00,-1.406567235706373875e+00,-6.558480825144887838e-01,6.367586415740468242e-01
4.929999999999999716e+00,-1.416803882212356980e+00,-1.416804467075494234e+00,-1.416862396248942835e+00,-1.422903572948085893e+00,-6.283740144684220041e-01,6.461054458067212458e-01
4.940000000000000391e+00,-1.432402395986991817e+00,-1.432403041252028109e+00,-1.432466946828303112e+00,-1.439072165573372919e+00,-6.011042301064603022e-01,6.554485403323400128e-01
4.950000000000000178e+00,-1.447836713896511363e+00,-1.447837419440906492e+00,-1.447907289222044813e+00,-1.455074730974464048e+00,-5.740709282719529405e-01,6.647875934129433562e-01
4.959999999999999964e+00,-1.463109007387215499e+00,-1.463109772919417573e+00,-1.463185577988956432e+00,-1.470911889450510657e+00,-5.473082164502438562e-01,6.741224803140375421e-01
4.969999999999999751e+00,-1.478220396244118717e+00,-1.478221221328404500e+00,-1.478302918509818431e+00,-1.486583437748307812e+00,-5.208517478030996184e-01,6.834532598598899167e-01
4.980000000000000426e+00,-1.493171218678360557e+00,-1.493172102756462616e+00,-1.493259636752168218e+00,-1.502088590790730205e+00,-4.947382529025147191e-01,6.927801498378010070e-01
4.990000000000000213e+00,-1.507961268781166098e+00,-1.507962211191353097e+00,-1.508055516469546831e+00,-1.517426196352458678e+00,-4.690049636217471507e-01,7.021035024492884302e-01
5.000000000000000000e+00,-1.522590006435991183e+00,-1.522591006429987237e+00,-1.522690008899870051e+00,-1.532594924923355917e+00,-4.436889286271170074e-01,7.114237797587878998e-01
5.009999999999999787e+00,-1.537056742305280999e+00,-1.537057799063252572e+00,-1.537162417555619331e+00,-1.547593436103023468e+00,-4.188262260289150607e-01,7.207415293670961232e-01
5.020000000000000462e+00,-1.551360798764126914e+00,-1.551361911407873606e+00,-1.551472058981386848e+00,-1.562420522654853983e+00,-3.944510839077283171e-01,7.300573605388503973e-01
5.030000000000000249e+00,-1.565501648754761277e+00,-1.565502816359171101e+00,-1.565618401431992712e+00,-1.577075231563194402e+00,-3.705949221441489083e-01,7.393719209181973673e-01
5.040000000000000036e+00,-1.579479031667996081e+00,-1.579480253270725942e+00,-1.579601180579732311e+00,-1.591556962877888726e+00,-3.472853377119151652e-01,7.486858739360310322e-01
5.049999999999999822e+00,-1.593293047560252251e+00,-1.593294322169675148e+00,-1.593420493554783324e+00,-1.605865545209634426e+00,-3.245450565224257122e-01,7.579998769906499678e-01
5.060000000000000497e+00,-1.606944228703539146e+00,-1.606945555304790219e+00,-1.607076870306269001e+00,-1.620001289491469709e+00,-3.023908823950994806e-01,7.673145609479488094e-01
5.070000000000000284e+00,-1.620433590088933062e+00,-1.620434967648160196e+00,-1.620571323927181506e+00,-1.633965019845798228e+00,-2.808326745006795022e-01,7.766305104176685070e-01
5.080000000000000071e+00,-1.633762658286552760e+00,-1.633764085753176332e+00,-1.633905379313285611e+00,-1.647758082994255746e+00,-2.598723866339345268e-01,7.859482457805577749e-01
5.089999999999999858e+00,-1.646933479866531602e+00,-1.646934956173551345e+00,-1.647081081390691315e+00,-1.661382336112141811e+00,-2.395032027713693834e-01,7.952682067478008543e-01
5.100000000000000533e+00,-1.659948609815569132e+00,-1.659950133877791334e+00,-1.660100983323158363e+00,-1.674840114503665323e+00,-2.197088016212541683e-01,8.045907379647309066e-01
5.110000000000000320e+00,-1.672811080917269821e+00,-1.672812651627495706e+00,-1.672968115688739932e+00,-1.688134179319626060e+00,-2.004627804766583310e-01,8.139160773985079089e-01
5.120000000000000107e+00,-1.685524355070413760e+00,-1.685525971293409864e+00,-1.685685937576485660e+00,-1.701267646420044910e+00,-1.817282653291544259e-01,8.232443472117196848e-01
5.129999999999999893e+00,-1.698092257158952734e+00,-1.698093917723206392e+00,-1.698258270234509482e+00,-1.714243896900504494e+00,-1.634577291378884745e-01,8.325755485830722558e-01
5.139999999999999680e+00,-1.710518892569649285e+00,-1.710520596256760228e+00,-1.710689214351092335e+00,-1.727066469591440834e+00,-1.455930360594014372e-01,8.419095603747135392e-01
5.150000000000000355e+00,-1.722808548503221848e+00,-1.722810294034770262e+00,-1.722983051114058251e+00,-1.739738936241365774e+00,-1.280657218743403991e-01,8.512461429410137503e-01
5.160000000000000142e+00,-1.734965580047354017e+00,-1.734967366069148476e+00,-1.735144128020281507e+00,-1.752264758762695607e+00,-1.107975174126523132e-01,8.605849469909940819e-01
5.169999999999999929e+00,-1.746994280650818521e+00,-1.746996105714182512e+00,-1.747176729055103683e+00,-1.764647128396811926e+00,-9.370111436067296573e-02,8.699255286893587957e-01
5.179999999999999716e+00,-1.758898736998678380e+00,-1.758900599538571807e+00,-1.759084929248804219e+00,-1.776888785706508544e+00,-7.668116789658652177e-02,8.792673710796943265e-01
5.190000000000000391e+00,-1.770682667536346067e+00,-1.770684565845890290e+00,-1.770872432842316879e+00,-1.788991820137161959e+00,-5.963552495473722903e-02,8.886099121447995630e-01
5.200000000000000178e+00,-1.782349243635611202e+00,-1.782351175836618840e+00,-1.782542394052752277e+00,-1.800957446837110787e+00,-4.245666138365855602e-02,8.979525791852316363e-01
5.209999999999999964e+00,-1.793900891789833807e+00,-1.793902855798752638e+00,-1.794097218809639349e+00,-1.812785758352531307e+00,-2.503330573165152284e-02,9.072948287200381934e-01
5.219999999999999751e+00,-1.805339074483255368e+00,-1.805341067971898417e+00,-1.805538345102051467e+00,-1.824475447643939763e+00,-7.252221722753415811e-03,9.166361904860425014e-01
5.230000000000000426e+00,-1.816664047247022573e+00,-1.816666067597294099e+00,-1.816865999433412870e+00,-1.836023498502410423e+00,1.099988435978960233e-02,9.259763125372177939e-01
5.240000000000000213e+00,-1.827874588030577119e+00,-1.827876632282261937e+00,-1.828078925499498020e+00,-1.847424838831901450e+00,2.983437108146747008e-02,9.353150036558171010e-01
5.250000000000000000e+00,-1.838967695367288213e+00,-1.838969760157958877e+00,-1.839174081563907492e+00,-1.858671950909551285e+00,4.935862960581993697e-02,9.446522669622546831e-01
5.259999999999999787e+00,-1.849938249844671923e+00,-1.849940331340383493e+00,-1.850146301006567739e+00,-1.869754433409811067e+00,6.967406242718399145e-02,9.539883170858225458e-01
5.270000000000000462e+00,-1.860778633975102014e+00,-1.860780727790746880e+00,-1.860987911159722508e+00,-1.880658508986960520e+00,9.087412868298483382e-02,9.633235697645001760e-01
5.280000000000000249e+00,-1.871478304344005528e+00,-1.871480405451912743e+00,-1.871688304279452764e+00,-1.891366471810661087e+00,1.130425130589571836e-01,9.726585908397247238e-01
5.290000000000000036e+00,-1.882023310151804685e+00,-1.882025412777253326e+00,-1.882233454778517556e+00,-1.901856070846534186e+00,1.362514764600462058e-01,9.819939879727851428e-01
5.299999999999999822e+00,-1.892395752257660213e+00,-1.892397849760193429e+00,-1.892605376849030741e+00,-1.912099827393621165e+00,1.605604432897680400e-01,9.913302245154345105e-01
5.310000000000000497e+00,-1.902573178198786685e+00,-1.902575262938512202e+00,-1.902781517982209181e+00,-1.922064289815088589e+00,1.860148726531313246e-01,1.000667333667221603e+00
5.320000000000000284e+00,-1.912527911392174262e+00,-1.912529974581113290e+00,-1.912734086674502620e+00,-1.931709236602046076e+00,2.126454512254939422e-01,1.010004506170721239e+00
5.330000000000000071e+00,-1.922226316459182405e+00,-1.922228347998925280e+00,-1.922429316387226583e+00,-1.940986850832079114e+00,2.404676302750690109e-01,1.019339527145874058e+00
5.339999999999999858e+00,-1.931628010768898562e+00,-1.931629999077951743e+00,-1.931826676063977732e+00,-1.949840906453451650e+00,2.694815126186258514e-01,1.028668032836210999e+00
5.350000000000000533e+00,-1.940685043481100713e+00,-1.940686975318469010e+00,-1.940878048807145984e+00,-1.958206031489102550e+00,2.996720758354379788e-01,1.037982567564689651e+00
5.360000000000000320e+00,-1.949341079735687821e+00,-1.949342940031629112e+00,-1.949526916798556719e+00,-1.966007144519049232e+00,3.310096996544920067e-01,1.047271423123840473e+00
5.370000000000000107e+00,-1.957530651662425125e+00,-1.957532423373441466e+00,-1.957707614754884862e+00,-1.973159198220528765e+00,3.634509471801771197e-01,1.056517255863600457e+00
5.379999999999999893e+00,-1.965178567967229117e+00,-1.965180231979979375e+00,-1.965344744434854629e+00,-1.979567402488909833e+00,3.969395362634338120e-01,1.065695489028695375e+00
5.389999999999999680e+00,-1.972199610526774283e+00,-1.972201145644269182e+00,-1.972352879499246203e+00,-1.985128129167481159e+00,4.314074266456368045e-01,1.074772533163619537e+00
5.400000000000000355e+00,-1.978498685483324415e+00,-1.978500068535160139e+00,-1.978636729052643872e+00,-1.989730705883286266e+00,4.667759432354195992e-01,1.083703874272373913e+00
5.410000000000000142e+00,-1.983971627216032374e+00,-1.983972833339545883e+00,-1.984091958750816787e+00,-1.993260264138087656e+00,5.029568559438377662e-01,1.092432112830122648e+00
5.419999999999999929e+00,-1.988506863943785063e+00,-1.988507867081199754e+00,-1.988606878034337111e+00,-1.995601697606828040e+00,5.398533382613316389e-01,1.100885055015908165e+00
5.429999999999999716e+00,-1.991988118475274572e+00,-1.991988892117265264e+00,-1.992065165528197568e+00,-1.996644600895484567e+00,5.773607324451285328e-01,1.108973992693122579e+00
5.440000000000000391e+00,-1.994298219314739828e+00,-1.994298737490026507e+00,-1.994349704712019111e+00,-1.996288817981544561e+00,6.153670540013582713e-01,1.116592314006123132e+00
5.450000000000000178e+00,-1.995323922277344675e+00,-1.995324160740215458e+00,-1.995347425234263117e+00,-1.994449992560180629e+00,6.537531714105364600e-01,1.123614599314053608e+00
5.459999999999999964e+00,-1.994961408083475218e+00,-1.994961345594612689e+00,-1.994954809685151931e+00,-1.991064368289512387e+00,6.923925961768199189e-01,1.129896346073080871e+00
5.469999999999999751e+00,-1.993121880329932871e+00,-1.993121499876828295e+00,-1.993083485341956784e+00,-1.986092117129691470e+00,7.311508112364661915e-01,1.135274436707024659e+00
5.480000000000000426e+00,-1.989736526288227836e+00,-1.989735816070872909e+00,-1.989665161319533304e+00,-1.979518704000374552e+00,7.698840490751943655e-01,1.139568418832322072e+00
