t_s,x2_control_m,x2_delta_theta2_1e-08_m,x2_delta_theta2_1e-06_m,x2_delta_theta2_0.0001_m,x2_delta_theta2_0.01_m,x2_delta_theta2_2_m
1.179000000000000092e+01,-1.826477797428613936e+00,-1.826478240002447295e+00,-1.826509695967698521e+00,-1.518803388015764977e+00,1.278583674325424191e-01,1.062492918378043605e+00
1.180000000000000071e+01,-1.808991782893895728e+00,-1.808991687999805809e+00,-1.808971313628298994e+00,-1.510409622019825981e+00,1.212386631319944952e-01,1.066766918565292377e+00
1.181000000000000050e+01,-1.790267483103606061e+00,-1.790266822498938204e+00,-1.790191904455153526e+00,-1.501447260151195895e+00,1.148459878618744989e-01,1.070795991402196057e+00
1.182000000000000028e+01,-1.770257148774481593e+00,-1.770255896000017426e+00,-1.770123891269734351e+00,-1.491856090808781232e+00,1.087023544539522657e-01,1.074605890997993418e+00
1.183000000000000007e+01,-1.748910913323804550e+00,-1.748909043972703747e+00,-1.748717605461231228e+00,-1.481570172393400942e+00,1.028279530821111232e-01,1.078221161951353757e+00
1.183999999999999986e+01,-1.726176568350868745e+00,-1.726174060327700044e+00,-1.725921061509542831e+00,-1.470517659377531317e+00,9.724101984513333630e-02,1.081665114957069074e+00
1.184999999999999964e+01,-1.701999372575356606e+00,-1.701996206346238161e+00,-1.701679765050884807e+00,-1.458620683201803381e+00,9.195772377016675492e-02,1.084959807302931400e+00
1.185999999999999943e+01,-1.676321904590020839e+00,-1.676318063424712124e+00,-1.675936564849972665e+00,-1.445795287167253917e+00,8.699207048104029560e-02,1.088126027114894034e+00
1.187000000000000099e+01,-1.649083970388300013e+00,-1.649079440595560220e+00,-1.648631559671887459e+00,-1.431951414751744478e+00,8.235582049716172470e-02,1.091183280313666959e+00
1.188000000000000078e+01,-1.620222578184685513e+00,-1.620217349341974700e+00,-1.619702072562671846e+00,-1.416992940104737642e+00,7.805842015146513546e-02,1.094149779631895081e+00
1.189000000000000057e+01,-1.589671994655804887e+00,-1.589666059834599743e+00,-1.589082706665947864e+00,-1.400817729074252060e+00,7.410694305635823209e-02,1.097042435012242301e+00
1.190000000000000036e+01,-1.557363899325868051e+00,-1.557357255312662225e+00,-1.556705499219935618e+00,-1.383317706311526063e+00,7.050604008937066958e-02,1.099876845105033363e+00
1.191000000000000014e+01,-1.523227656889320825e+00,-1.523220304402799652e+00,-1.522500193502792198e+00,-1.364378902792898973e+00,6.725789609238075339e-02,1.102667289546459983e+00
1.191999999999999993e+01,-1.487190732152587680e+00,-1.487182676054027430e+00,-1.486394653176733804e+00,-1.343881448538206680e+00,6.436219139061472028e-02,1.105426721842189375e+00
1.192999999999999972e+01,-1.449179277036669156e+00,-1.449170526530799696e+00,-1.448315448379561943e+00,-1.321699468521966736e+00,6.181606679095474899e-02,1.108166762913839865e+00
1.193999999999999950e+01,-1.409118927441253888e+00,-1.409109496259066674e+00,-1.408188650941260889e+00,-1.297700837752729486e+00,5.961409067348533153e-02,1.110897695246340744e+00
1.195000000000000107e+01,-1.366935855598168548e+00,-1.366925762152297441e+00,-1.365940884102487818e+00,-1.271746752803916802e+00,5.774822727047590476e-02,1.113628457658470960e+00
1.196000000000000085e+01,-1.322558134448351463e+00,-1.322547401941297274e+00,-1.321500682513189417e+00,-1.243691074813247699e+00,5.620780554343474122e-02,1.116366640971470314e+00
1.197000000000000064e+01,-1.275917479053486847e+00,-1.275906135516905682e+00,-1.274800227076980486e+00,-1.213379424431652920e+00,5.497948827558574170e-02,1.119118484615900133e+00
1.198000000000000043e+01,-1.226951439584905934e+00,-1.226939517815431868e+00,-1.225777528185941989e+00,-1.180648035330649215e+00,5.404724168101349147e-02,1.121888874406261838e+00
1.199000000000000021e+01,-1.175606120605734883e+00,-1.175593657957605398e+00,-1.174379131390365094e+00,-1.145322442591402368e+00,5.339230602920419511e-02,1.124681341622500330e+00
1.200000000000000000e+01,-1.121839490390896144e+00,-1.121826528375458487e+00,-1.120563408429723129e+00,-1.107216205922365360e+00,5.299316829816869134e-02,1.127498063657568661e+00
1.200999999999999979e+01,-1.065625310144616922e+00,-1.065611893786886366e+00,-1.064304463348572094e+00,-1.066130093092915621e+00,5.282553856251082092e-02,1.130339866404378446e+00
1.201999999999999957e+01,-1.006957645978129090e+00,-1.006943822885632001e+00,-1.005596617123473813e+00,-1.021852545501421350e+00,5.286233214237512357e-02,1.133206228547474659e+00
1.203000000000000114e+01,-9.458558145524922356e-01,-9.458416336746144903e-01,-9.444593238228875531e-01,-9.741629098361207495e-01,5.307365995242385726e-02,1.136095288003051040e+00
1.204000000000000092e+01,-8.823694540059920932e-01,-8.823549641039822866e-01,-8.809422138960447679e-01,-9.228399346847433460e-01,5.342683062538244876e-02,1.139003850679876306e+00
1.205000000000000071e+01,-8.165832174051579351e-01,-8.165684653163334250e-01,-8.151297678290070348e-01,-8.676793332279100213e-01,5.388636788307232806e-02,1.141927401696885891e+00
1.206000000000000050e+01,-7.486203972634009052e-01,-7.486054261193829662e-01,-7.471449359462178919e-01,-8.085251977214931163e-01,5.441404768184132656e-02,1.144860119331416293e+00
1.207000000000000028e+01,-6.786446779677315355e-01,-6.786295255955345773e-01,-6.771509077707238422e-01,-7.453188872383286201e-01,5.496896001727413772e-02,1.147794891838338716e+00
1.208000000000000007e+01,-6.068592658737761436e-01,-6.068439636399800552e-01,-6.053502837446789187e-01,-6.781623112076724524e-01,5.550760062564286113e-02,1.150723337347021369e+00
1.208999999999999986e+01,-5.335029289941103370e-01,-5.334875013180915282e-01,-5.319811780580266936e-01,-6.073779109084755934e-01,5.598399856445579470e-02,1.153635827047786222e+00
1.209999999999999964e+01,-4.588429776816634886e-01,-4.588274423346344055e-01,-4.573102737210073543e-01,-5.335316151952680386e-01,5.634988551571684656e-02,1.156521511923351619e+00
1.210999999999999943e+01,-3.831658168514354701e-01,-3.831501859994649872e-01,-3.816234454074480809e-01,-4.573878567408055096e-01,5.655491310789773074e-02,1.159368353368359195e+00
1.212000000000000099e+01,-3.067662028593577395e-01,-3.067504846524177209e-01,-3.052150683665079134e-01,-3.798011932112666522e-01,5.654692395562099794e-02,1.162163157861801244e+00
1.213000000000000078e+01,-2.299365632453674313e-01,-2.299207636574585045e-01,-2.283773623194462754e-01,-3.015916486240677319e-01,5.627228205795198335e-02,1.164891616230175675e+00
1.214000000000000057e+01,-1.529576143979712310e-01,-1.529417390135914823e-01,-1.513910043872699618e-01,-2.234561779840173457e-01,5.567626700716632460e-02,1.167538347876148075e+00
1.215000000000000036e+01,-7.609111522984984832e-02,-7.607517073992051126e-02,-7.451785548055539499e-02,-1.459354734069069903e-01,5.470353531221416876e-02,1.170086950407822179e+00
1.216000000000000014e+01,4.249078300162245636e-04,4.409125532162383454e-04,2.003854455464720852e-03,-6.942261318747716681e-02,5.329865024602986612e-02,1.172520055471593103e+00
1.216999999999999993e+01,7.637857334597791814e-02,7.639462662086314582e-02,7.796198126050697674e-02,5.809382324557577082e-03,5.140667934501907954e-02,1.174819391250821798e+00
1.217999999999999972e+01,1.515845905335213295e-01,1.516006776397386679e-01,1.531709499749583925e-01,7.957750589054479740e-02,4.897385576556190223e-02,1.176965852475690077e+00
1.218999999999999950e+01,2.258832513655007201e-01,2.258993546263644014e-01,2.274707765227997336e-01,1.517636161871184219e-01,4.594829641301756418e-02,1.178939578948411615e+00
1.220000000000000107e+01,2.991384697517722180e-01,2.991545688347331811e-01,3.007251275562434212e-01,2.222958216890384420e-01,4.228076604762553981e-02,1.180720043248277173e+00
1.221000000000000085e+01,3.712352839727720011e-01,3.712513563251677584e-01,3.728188357080524096e-01,2.911355640926349131e-01,3.792547268330126453e-02,1.182286149020327137e+00
1.222000000000000064e+01,4.420771305861258549e-01,4.420931519430110757e-01,4.436551803025934326e-01,3.582689408762427252e-01,3.284087586340578291e-02,1.183616340820755841e+00
1.223000000000000043e+01,5.115830973568962214e-01,5.115990422775817947e-01,5.131531429742839379e-01,4.237009194872047857e-01,2.699048626197675382e-02,1.184688726396616376e+00
1.224000000000000021e+01,5.796852830219062502e-01,5.797011254284486492e-01,5.812447675991555540e-01,4.874514074521621998e-01,2.034363201805133858e-02,1.185481213177115967e+00
1.225000000000000000e+01,6.463263359541914221e-01,6.463420496584242336e-01,6.478726977989344160e-01,5.495524462497826113e-01,1.287616649609146791e-02,1.185971659500939968e+00
1.225999999999999979e+01,7.114572081610147647e-01,7.114727673727376800e-01,7.129879291802930785e-01,6.100460370192070103e-01,4.571092395124987107e-03,1.186138041980941082e+00
1.226999999999999957e+01,7.750351417913189378e-01,7.750505216071441605e-01,7.765477939511051808e-01,6.689822817881565520e-01,-4.580921339435328754e-03,1.185958640221405513e+00
1.228000000000000114e+01,8.370218958082440430e-01,8.370370726801511507e-01,8.385141856797730942e-01,7.264176488295960299e-01,-1.458114858271186698e-02,1.185412238470418211e+00
1.229000000000000092e+01,8.973822195592311424e-01,8.973971717431952211e-01,8.988520309452479040e-01,7.824132578805014226e-01,-2.542255438586671357e-02,1.184478345768710250e+00
1.230000000000000071e+01,9.560825800436850708e-01,9.560972880252248673e-01,9.575280144357198875e-01,8.370331417442901101e-01,-3.708968836093351484e-02,1.183137433583777209e+00
1.231000000000000050e+01,1.013090155386251023e+00,1.013104602278210864e+00,1.014509569768454522e+00,8.903424804205586351e-01,-4.955872044105802399e-02,1.181371190138306826e+00
1.232000000000000028e+01,1.068372109871174258e+00,1.068386281774228452e+00,1.069764150982533080e+00,9.424058294461586938e-01,-6.279760755090324498e-02,1.179162790548662798e+00
1.233000000000000007e+01,1.121895170009662435e+00,1.121909056321950482e+00,1.123258803757357871e+00,9.932853764140833208e-01,-7.676637117378426467e-02,1.176497179374226265e+00
1.233999999999999986e+01,1.173625522691367440e+00,1.173639116348716094e+00,1.174960056950323795e+00,1.043039263357564472e+00,-9.141745852020211061e-02,1.173361362309225608e+00
1.234999999999999964e+01,1.223529054665514870e+00,1.223542352289485713e+00,1.224834153280082161e+00,1.091720008719188062e+00,-1.066961538777030372e-01,1.169744702227587529e+00
1.235999999999999943e+01,1.271571946151037302e+00,1.271584948078628097e+00,1.272847631644776323e+00,1.139373053659761936e+00,-1.225410024317509228e-01,1.165639213324782375e+00
1.237000000000000099e+01,1.317721618150470508e+00,1.317734328318684867e+00,1.318968260574993057e+00,1.186035445783403919e+00,-1.388842066356617000e-01,1.161039845916238100e+00
1.238000000000000078e+01,1.361948012010335773e+00,1.361960437671764002e+00,1.363166301655348578e+00,1.231734660080244570e+00,-1.556519535507969731e-01,1.155944751805181747e+00
1.239000000000000057e+01,1.404225150478875861e+00,1.404237301732900622e+00,1.405416052960731799e+00,1.276487543323326923e+00,-1.727646309321161366e-01,1.150355520184558999e+00
1.240000000000000036e+01,1.444532893751867109e+00,1.444544782890441637e+00,1.445697587375549986e+00,1.320299357696366860e+00,-1.901368913654697401e-01,1.144277373742513815e+00
1.241000000000000014e+01,1.482858766112693294e+00,1.482870406799967178e+00,1.483998563326128561e+00,1.363162889358035423e+00,-2.076775175014810015e-01,1.137719309392337230e+00
1.241999999999999993e+01,1.519199696248485054e+00,1.519211102577000316e+00,1.520315953271946130e+00,1.405057582275225148e+00,-2.252890429394713845e-01,1.130694173204202180e+00
1.242999999999999972e+01,1.553563496004700006e+00,1.553574681494421350e+00,1.554657516918841687e+00,1.445948655957511431e+00,-2.428670722762744649e-01,1.123218655075925554e+00
1.243999999999999950e+01,1.585969907954071445e+00,1.585980884576799532e+00,1.587042851161248436e+00,1.485786169413597202e+00,-2.602992317984886839e-01,1.115313191686342131e+00
1.245000000000000107e+01,1.616451085237385898e+00,1.616461862555232720e+00,1.617503880749506795e+00,1.524504005092633951e+00,-2.774636636426976999e-01,1.107001768501181482e+00
1.246000000000000085e+01,1.645051427429681246e+00,1.645062011927040491e+00,1.646084712598345323e+00,1.562018769005693031e+00,-2.942269465237650206e-01,1.098311612741380339e+00
1.247000000000000064e+01,1.671826772648721260e+00,1.671837167314410122e+00,1.672840851785374561e+00,1.598228642757849816e+00,-3.104412856347782412e-01,1.089272775519997127e+00
1.248000000000000043e+01,1.696843024260780153e+00,1.696853228444793027e+00,1.697837854525839463e+00,1.633012287841623333e+00,-3.259407600366283630e-01,1.079917604121980013e+00
1.249000000000000021e+01,1.720174353487264884e+00,1.720184363022099649e+00,1.721149556128781732e+00,1.666228004344092906e+00,-3.405363490189164399e-01,1.070280114476650279e+00
1.250000000000000000e+01,1.741901155279171665e+00,1.741910962826201947e+00,1.742856048478270914e+00,1.697713496598108662e+00,-3.540093904783296330e-01,1.060395276877023951e+00
1.250999999999999979e+01,1.762107939620777941e+00,1.762117535182845751e+00,1.763041587336116045e+00,1.727286804602639059e+00,-3.661031000248010647e-01,1.050298238281493823e+00
1.251999999999999957e+01,1.780881318234109667e+00,1.780890689768185542e+00,1.781792588722524773e+00,1.754749207190988702e+00,-3.765119273314803672e-01,1.040023507258458935e+00
1.253000000000000114e+01,1.798308206702110112e+00,1.798317340769187922e+00,1.799195834695335838e+00,1.779891126404465673e+00,-3.848692086597267359e-01,1.029604138576540207e+00
1.254000000000000092e+01,1.814474315589235998e+00,1.814483197989351648e+00,1.815336963120695923e+00,1.802502112260358391e+00,-3.907357205553358970e-01,1.019070952740308122e+00
1.255000000000000071e+01,1.829462960479382616e+00,1.829471576833865853e+00,1.830299272710910419e+00,1.822385605811474019e+00,-3.935975205388291265e-01,1.008451832647630386e+00
1.256000000000000050e+01,1.843354185899166886e+00,1.843362522156713368e+00,1.844162839682325972e+00,1.839378085131505802e+00,-3.928948330910473907e-01,9.977711356248608610e-01
1.257000000000000028e+01,1.856224174185129527e+00,1.856232217040763688e+00,1.857003918295700995e+00,1.853370332275232624e+00,-3.881265756991935101e-01,9.870492590454073012e-01
1.258000000000000007e+01,1.868144896845387315e+00,1.868152634071191143e+00,1.868894583759893369e+00,1.864326461657221268e+00,-3.790837292630362398e-01,9.763023881371104551e-01
1.258999999999999986e+01,1.879183961134575753e+00,1.879191381827360896e+00,1.879902570841869736e+00,1.872295278967998078e+00,-3.661674307180546872e-01,9.655424475769015524e-01
1.259999999999999964e+01,1.889404605502513768e+00,1.889411700257600746e+00,1.890091262219401047e+00,1.877409789946108187e+00,-3.505015174553944846e-01,9.547772662588226433e-01
1.260999999999999943e+01,1.898865802135979663e+00,1.898872563157976590e+00,1.899519784966199776e+00,1.879874279886339261e+00,-3.335573091129196421e-01,9.440109526791414796e-01
1.262000000000000099e+01,1.907622431297714805e+00,1.907628852459279933e+00,1.908243179896195407e+00,1.879942541043073900e+00,-3.165804448418060302e-01,9.332444641865217383e-01
1.263000000000000078e+01,1.915725498639450741e+00,1.915731575499148631e+00,1.916312614905491207e+00,1.877893168905493848e+00,-3.003290254993740138e-01,9.224763416210325362e-01
1.264000000000000057e+01,1.923222373220816461e+00,1.923228103007966983e+00,1.923775619895786271e+00,1.874007404254789844e+00,-2.851461212752648411e-01,9.117035709513514607e-01
1.265000000000000036e+01,1.930157029549143255e+00,1.930162411126145727e+00,1.930676326533347531e+00,1.868552698739977203e+00,-2.711243475433836037e-01,9.009225248333618818e-01
1.266000000000000014e+01,1.936570281184490483e+00,1.936575314991018093e+00,1.937055700196076646e+00,1.861772679633449723e+00,-2.582309957621098384e-01,8.901299329605566468e-01
1.266999999999999993e+01,1.942499997924391764e+00,1.942504685910218853e+00,1.942951756047305079e+00,1.853882547440030670e+00,-2.463791940830901139e-01,8.793238291404352758e-01
1.267999999999999972e+01,1.947981300342676469e+00,1.947985645895080609e+00,1.948399752929269813e+00,1.845068322007397121e+00,-2.354635243512189224e-01,8.685044239606430905e-01
1.268999999999999950e+01,1.953046729102613455e+00,1.953050736966630119e+00,1.953432362265920652e+00,1.835488421050607943e+00,-2.253765614200151646e-01,8.576748529196730475e-01
1.270000000000000107e+01,1.957726386640865623e+00,1.957730062843189511e+00,1.958079809789892156e+00,1.825276414111025147e+00,-2.160159825806001743e-01,8.468417530012719574e-01
1.271000000000000085e+01,1.962048050509132890e+00,1.962051402280874379e+00,1.962369988971078838e+00,1.814544189045662392e+00,-2.072872077849866601e-01,8.360156151017873460e-01
1.272000000000000064e+01,1.966037259112089597e+00,1.966040294816052914e+00,1.966328547114346348e+00,1.803385085288053302e+00,-1.991039996746393204e-01,8.252108417771897297e-01
1.273000000000000043e+01,1.969717370046359051e+00,1.969720099108729805e+00,1.969978944150123645e+00,1.791876767201491472e+00,-1.913881899941514142e-01,8.144454125663379562e-01
1.274000000000000021e+01,1.973109592629100462e+00,1.973112025476980058e+00,1.973342485724551842e+00,1.780083745211652690e+00,-1.840690846033270489e-01,8.037399819033393955e-01
1.275000000000000000e+01,1.976232995737897902e+00,1.976235143743613865e+00,1.976438331684156724e+00,1.768059529728213786e+00,-1.770828042153376192e-01,7.931161052478433726e-01
1.275999999999999979e+01,1.979104493057707526e+00,1.979106368490080481e+00,1.979283482011078288e+00,1.755848440560281443e+00,-1.703716743591102700e-01,7.825930469292589065e-01
1.276999999999999957e+01,1.981738807545777137e+00,1.981740423529381401e+00,1.981892742030389343e+00,1.743487111935825951e+00,-1.638837101839986099e-01,7.721821655656210259e-01
1.278000000000000114e+01,1.984148417534513875e+00,1.984149788016056348e+00,1.984278669244883941e+00,1.731005736913744153e+00,-1.575722083829608211e-01,7.618770471565260438e-01
1.279000000000000092e+01,1.986343487279031761e+00,1.986344627002038177e+00,1.986451504637793075e+00,1.718429093675021946e+00,-1.513954437915202567e-01,7.516360694466601711e-01
1.280000000000000071e+01,1.988331784865019269e+00,1.988332709351632310e+00,1.988419091288018414e+00,1.705777391418629829e+00,-1.453164609442043620e-01,7.413516014716996505e-01
1.281000000000000050e+01,1.990118591581352403e+00,1.990119317120994546e+00,1.990186784396121178e+00,1.693066968357487934e+00,-1.393029475960499974e-01,7.307967454057279211e-01
1.282000000000000028e+01,1.991706607100328874e+00,1.991707150744312260e+00,1.991757357026060715e+00,1.680310869162564780e+00,-1.333271765393967412e-01,7.195396442728000386e-01
1.283000000000000007e+01,1.993095855982764952e+00,1.993096235543309280e+00,1.993130907031847254e+00,1.667519324334907793e+00,-1.273660005703083353e-01,7.068306361903852197e-01
1.283999999999999986e+01,1.994283601970038511e+00,1.994283836021915057e+00,1.994304771588430780e+00,1.654700149966912281e+00,-1.214008850291110608e-01,6.915298574026299550e-01
1.284999999999999964e+01,1.995264277642791129e+00,1.995264385525074013e+00,1.995273456846323290e+00,1.641859083275215347e+00,-1.154179623755945405e-01,6.722483039206921251e-01
1.285999999999999943e+01,1.996029438209614426e+00,1.996029440024565282e+00,1.996028591418499865e+00,1.629000065815470411e+00,-1.094080919050760548e-01,6.478202492667666235e-01
1.287000000000000099e+01,1.996567749268797876e+00,1.996567665873735464e+00,1.996558913462235463e+00,1.616125484746220087e+00,-1.033669079770176413e-01,6.178073424788612655e-01
1.288000000000000078e+01,1.996865019083156501e+00,1.996864872071841379e+00,1.996850301878913658e+00,1.603236380169140052e+00,-9.729483990262211002e-02,5.825518763597217209e-01
1.289000000000000057e+01,1.996904286273541995e+00,1.996904097941091472e+00,1.996885862432386194e+00,1.590332625151981372e+00,-9.119708719920316398e-02,5.428320746138677322e-01
1.290000000000000036e+01,1.996665973615921796e+00,1.996665766903205963e+00,1.996646079508574756e+00,1.577413084195059767e+00,-8.508353479276820064e-02,4.995148818700591575e-01
1.291000000000000014e+01,1.996128116864860136e+00,1.996127915276968201e+00,1.996109042416361667e+00,1.564475754227658832e+00,-7.896859564976144163e-02,4.533796927929375498e-01
1.291999999999999993e+01,1.995266675246164301e+00,1.995266502740804082e+00,1.995250752949144335e+00,1.551517892027812540e+00,-7.287096979591656254e-02,4.050697590613010490e-01
1.292999999999999972e+01,1.994055926112037636e+00,1.994055806954822430e+00,1.994045516818760522e+00,1.538536131033076071e+00,-6.681331403713275385e-02,3.550988777466177471e-01
1.293999999999999950e+01,1.992468940980123726e+00,1.992468899565507101e+00,1.992466416363227077e+00,1.525526590015984674e+00,-6.082181998267810474e-02,3.038732787092373600e-01
1.295000000000000107e+01,1.990478133824670870e+00,1.990478194463829453e+00,1.990485855636853874e+00,1.512484975498033180e+00,-5.492570419072961840e-02,2.517133900160238857e-01
1.296000000000000085e+01,1.988055865520689025e+00,1.988056052200442458e+00,1.988076162062534902e+00,1.499406679433050726e+00,-4.915661845384111661e-02,1.988713090290459284e-01
1.297000000000000064e+01,1.985175081796871854e+00,1.985175417916823060e+00,1.985210222292050020e+00,1.486286873676502918e+00,-4.354799441272916294e-02,1.455437590513823931e-01
1.298000000000000043e+01,1.981809956562129216e+00,1.981810464659570892e+00,1.981862124394270452e+00,1.473120601723091561e+00,-3.813434061765008654e-02,9.188141244452319167e-02
1.299000000000000021e+01,1.977936509209014204e+00,1.977937210684170388e+00,1.978007775206192864e+00,1.459902868580578161e+00,-3.295051338766841198e-02,3.799560091295806075e-02
1.300000000000000000e+01,1.973533164283864716e+00,1.973534079137517327e+00,1.973625461269094883e+00,1.446628729012590986e+00,-2.803098564687023231e-02,-1.603669451749423214e-02
1.300999999999999979e+01,1.968581224677724562e+00,1.968582371274403275e+00,1.968696324541201026e+00,1.433293374175542922e+00,-2.340913734323135653e-02,-7.016885198434552606e-02
1.301999999999999957e+01,1.963065235551232579e+00,1.963066630418830893e+00,1.963204729894232337e+00,1.419892216520230566e+00,-1.911659052788838853e-02,-1.243810535808974604e-01
1.303000000000000114e+01,1.956973224371714615e+00,1.956974882045584341e+00,1.957138509519156688e+00,1.406420972438374939e+00,-1.518260893203737805e-02,-1.786767441902153974e-01
1.304000000000000092e+01,1.950296811935614993e+00,1.950298744852321020e+00,1.950489078783657293e+00,1.392875741999899386e+00,-1.163357821485599963e-02,-2.330788108717093410e-01
1.305000000000000071e+01,1.943031198352771050e+00,1.943033416793998880e+00,1.943251427136494014e+00,1.379253084840130539e+00,-8.492577842919235565e-03,-2.876253223616023202e-01
1.306000000000000050e+01,1.935175036312136054e+00,1.935177548397169378e+00,1.935423996066715890e+00,1.365550091051936921e+00,-5.779050598702872854e-03,-3.423647900311217462e-01
1.307000000000000028e+01,1.926730209293261220e+00,1.926733021013797842e+00,1.927008461468374456e+00,1.351764445782093649e+00,-3.508570468859772973e-03,-3.973510355409844985e-01
1.308000000000000007e+01,1.917701536127706774e+00,1.917704651419007700e+00,1.918009441680060378e+00,1.337894485993770477e+00,-1.692705067952493536e-03,-4.526378575789933301e-01
1.308999999999999986e+01,1.908096424184617668e+00,1.908099845022982910e+00,1.908434153273930178e+00,1.323939247756106496e+00,-3.389649173785036496e-04,-5.082737664176277814e-01
1.309999999999999964e+01,1.897924491693022464e+00,1.897928218212891593e+00,1.898292035216072371e+00,1.309898502511518403e+00,5.491709223018892416e-04,-5.642971022836171802e-01
1.310999999999999943e+01,1.887197177653309854e+00,1.887201208274747799e+00,1.887594359786243237e+00,1.295772780545770608e+00,9.721652214352838328e-04,-6.207318495578304507e-01
1.312000000000000099e+01,1.875927353653782603e+00,1.875931685213628075e+00,1.876353844726762699e+00,1.281563379822759696e+00,9.342820788386108077e-04,-6.775844181002073086e-01
1.313000000000000078e+01,1.864128948194327950e+00,1.864133576075229781e+00,1.864584277328979800e+00,1.267272359467601639e+00,4.434086633990919069e-04,-7.348415809889183858e-01
1.314000000000000057e+01,1.851816590283459352e+00,1.851821508535952843e+00,1.852300157340093234e+00,1.252902515944462891e+00,-4.891484294452519421e-04,-7.924696510460519372e-01
1.315000000000000036e+01,1.839005275660275940e+00,1.839010477114991549e+00,1.839516362187696430e+00,1.238457341874773743e+00,-1.848881076567443493e-03,-8.504148643635646154e-01
1.316000000000000014e+01,1.825710056261927949e+00,1.825715532629317295e+00,1.826247835220716542e+00,1.223940967002770330e+00,-3.618302185486532707e-03,-9.086048291267844190e-01
1.316999999999999993e+01,1.811945751316188735e+00,1.811951493272435210e+00,1.812509295455016822e+00,1.209358081490251591e+00,-5.777165022851749043e-03,-9.669508104572731577e-01
1.317999999999999972e+01,1.797726676869752183e+00,1.797732674129196351e+00,1.798314965729243653e+00,1.194713843568772305e+00,-8.302673139176430794e-03,-1.025350565315630957e+00
1.318999999999999950e+01,1.783066389483960679e+00,1.783072630856630258e+00,1.783678314991168801e+00,1.180013772510296377e+00,-1.116967635671062276e-02,-1.083691415416918158e+00
1.320000000000000107e+01,1.767977439177788268e+00,1.767983912613891873e+00,1.768611809925412226e+00,1.165263630567551889e+00,-1.435084977060951950e-02,-1.141853256600019462e+00
1.321000000000000085e+01,1.752471126425962034e+00,1.752477819047398633e+00,1.753126670685290822e+00,1.150469296809910391e+00,-1.781685406427513385e-02,-1.199711231893373586e+00
1.322000000000000064e+01,1.736557257852264780e+00,1.736564155972388335e+00,1.737232625439726341e+00,1.135636638168213475e+00,-2.153647652981527383e-02,-1.257137841118711741e+00
1.323000000000000043e+01,1.720243895723712946e+00,1.720250984856611209e+00,1.720937658828692873e+00,1.120771382030905317e+00,-2.547675316322040029e-02,-1.314004311478402798e+00
1.324000000000000021e+01,1.703537096454820210e+00,1.703544361314926814e+00,1.704247749553695179e+00,1.105878996746463061e+00,-2.960307295219943846e-02,-1.370181092536648215e+00
1.325000000000000000e+01,1.686440634128927307e+00,1.686448058623905233e+00,1.687166593164304729e+00,1.090964584964386974e+00,-3.387926612638469948e-02,-1.425537367567664582e+00
1.325999999999999979e+01,1.668955705664166622e+00,1.668963272879968818e+00,1.669695306578602878e+00,1.076032796955434412e+00,-3.826767862546676113e-02,-1.479939479342043729e+00
1.326999999999999957e+01,1.651080615412153785e+00,1.651088307596119575e+00,1.651832112301491851e+00,1.061087768107439322e+00,-4.272923538943906863e-02,-1.533248144179706340e+00
1.328000000000000114e+01,1.632810437952861404e+00,1.632818236490416020e+00,1.633572000873986685e+00,1.046133086590243400e+00,-4.722349553573290670e-02,-1.585314276107040010e+00
1.329000000000000092e+01,1.614136659996273204e+00,1.614144545390310714e+00,1.614906372754986608e+00,1.031171793029081130e+00,-5.170870250562631387e-02,-1.635973152429648358e+00
1.330000000000000071e+01,1.595046802033600386e+00,1.595054753884799670e+00,1.595822660188036313e+00,1.016206416667098988e+00,-5.614183259189631237e-02,-1.685036523155238442e+00
1.331000000000000050e+01,1.575524026153322765e+00,1.575532023141860805e+00,1.576303935165679571e+00,1.001239046277599520e+00,-6.047864562061167071e-02,-1.732282105552019669e+00
1.332000000000000028e+01,1.555546733983672825e+00,1.555554753858947148e+00,1.556328508118767662e+00,9.862714352090745651e-01,-6.467374122646596390e-02,-1.777439733665939547e+00
1.333000000000000007e+01,1.535088165368834634e+00,1.535096184943568698e+00,1.535869527168585602e+00,9.713051359507791638e-01,-6.868062431130095291e-02,-1.820173341600385353e+00
1.333999999999999986e+01,1.514116006963709626e+00,1.514124002124576762e+00,1.514894587942834381e+00,9.563416577393963891e-01,-7.245178391582851596e-02,-1.860058179435711612e+00
1.334999999999999964e+01,1.492592026119283322e+00,1.492599971840003814e+00,1.493365368233757540e+00,9.413826376812433061e-01,-7.593878866262482319e-02,-1.896553748611737200e+00
1.335999999999999943e+01,1.470471743549012000e+00,1.470479613923510787e+00,1.471237302178850292e+00,9.264300117079733443e-01,-7.909240295862030035e-02,-1.928976046620365814e+00
1.337000000000000099e+01,1.447704163193247906e+00,1.447711931473302016e+00,1.448459311081802925e+00,9.114861695538881703e-01,-8.186272712282194330e-02,-1.956479683278835147e+00
1.338000000000000078e+01,1.424231574272416090e+00,1.424239212930752618e+00,1.424973607111343021e+00,8.965540705416381595e-01,-8.419936408094963465e-02,-1.978072579483023619e+00
1.339000000000000057e+01,1.399989444339929667e+00,1.399996925128117020e+00,1.400715586905058707e+00,8.816372906305597335e-01,-8.605161620226320363e-02,-1.992698663544092419e+00
1.340000000000000036e+01,1.374906416080234228e+00,1.374913710106881570e+00,1.375613829555234480e+00,8.667399601662361119e-01,-8.736871498664522395e-02,-1.999416949344914318e+00
