t_s,x2_control_m,x2_delta_theta2_1e-08_m,x2_delta_theta2_1e-06_m,x2_delta_theta2_0.0001_m,x2_delta_theta2_0.01_m,x2_delta_theta2_2_m
1.010999999999999943e+01,3.124410287671671727e-01,3.124410305139733168e-01,3.124412034473672550e-01,3.124584931036985536e-01,3.141519590148948993e-01,-7.901442046950178932e-01
1.012000000000000099e+01,3.243886727845644025e-01,3.243886746585871728e-01,3.243888601864263199e-01,3.244074093263599190e-01,3.262271144648880572e-01,-7.660820725229152695e-01
1.013000000000000078e+01,3.361366966310409543e-01,3.361366986334929363e-01,3.361368968758307041e-01,3.361567175039689159e-01,3.381038849234458965e-01,-7.420519687943055720e-01
1.014000000000000057e+01,3.476787157695385710e-01,3.476787179017110652e-01,3.476789289863938537e-01,3.477000338882155761e-01,3.497759658257243998e-01,-7.180587754723900540e-01
1.015000000000000036e+01,3.590085392122720487e-01,3.590085414755232462e-01,3.590087655370025610e-01,3.590311681638450603e-01,3.612372342994959462e-01,-6.941077149488719122e-01
1.016000000000000014e+01,3.701201706413703718e-01,3.701201730371125875e-01,3.701204102152203523e-01,3.701441245575533001e-01,3.724817500136144988e-01,-6.702045019434219597e-01
1.016999999999999993e+01,3.810078090597547873e-01,3.810078115894427464e-01,3.810080620281592334e-01,3.810331024847996018e-01,3.835037556743572384e-01,-6.463555053058314126e-01
1.017999999999999972e+01,3.916658489798557907e-01,3.916658516449733618e-01,3.916661154912212117e-01,3.916924967477820596e-01,3.942976771225664145e-01,-6.225679148819929232e-01
1.018999999999999950e+01,4.020888801593451856e-01,4.020888829613945004e-01,4.020891603638769851e-01,4.021168972940016850e-01,4.048581230487182103e-01,-5.988499075079143363e-01
1.020000000000000107e+01,4.122716869612713664e-01,4.122716899017588865e-01,4.122719810096325821e-01,4.123010885463735953e-01,4.151798843798549798e-01,-5.752108026625624149e-01
1.021000000000000085e+01,4.222092473570460691e-01,4.222092504374715949e-01,4.222095553992102346e-01,4.222400483867605470e-01,4.252579333422361607e-01,-5.516611941872676672e-01
1.022000000000000064e+01,4.318967315198017354e-01,4.318967347416461378e-01,4.318970537038507862e-01,4.319289468044335001e-01,4.350874222218067411e-01,-5.282130403717046896e-01
1.023000000000000043e+01,4.413295001161275932e-01,4.413295034808410455e-01,4.413298365870866324e-01,4.413631441629199403e-01,4.446636818399446467e-01,-5.048796847630383500e-01
1.024000000000000021e+01,4.505031022967272425e-01,4.505031058057178406e-01,4.505034531954119625e-01,4.505381891937816352e-01,4.539822197624935329e-01,-4.816757686813418760e-01
1.025000000000000000e+01,4.594132734161835430e-01,4.594132770708061475e-01,4.594136388780770686e-01,4.594498167158027613e-01,4.630387182795088208e-01,-4.586169779848272565e-01
1.025999999999999979e+01,4.680559325013957106e-01,4.680559363029411779e-01,4.680563126555722375e-01,4.680939451100899484e-01,4.718290321782079300e-01,-4.357195405016096035e-01
1.026999999999999957e+01,4.764271794881432820e-01,4.764271834378279724e-01,4.764275744562580517e-01,4.764666735715029633e-01,4.803491863055612821e-01,-4.129993543622917374e-01
1.027999999999999936e+01,4.845232922669236997e-01,4.845232963658796521e-01,4.845237021621722762e-01,4.845642791566260876e-01,4.885953729735664774e-01,-3.904705804665364322e-01
1.029000000000000092e+01,4.923407236005691301e-01,4.923407278498339590e-01,4.923411485267142340e-01,4.923832136727106512e-01,4.965639492147015943e-01,-3.681434800293558740e-01
1.030000000000000071e+01,4.998760978539951161e-01,4.998761022545029076e-01,4.998765379044491364e-01,4.999201004526840908e-01,5.042514339135818480e-01,-3.460212385855986339e-01
1.031000000000000050e+01,5.071262076350034897e-01,5.071262121875760309e-01,5.071266628919340880e-01,5.071717309798288165e-01,5.116545048393092987e-01,-3.240955391243780515e-01
1.032000000000000028e+01,5.140880103446622273e-01,5.140880150500001244e-01,5.140884808781381876e-01,5.141350614452731005e-01,5.187699956023916759e-01,-3.023408240911111822e-01
1.033000000000000007e+01,5.207586246660527163e-01,5.207586295247275121e-01,5.207591105332292081e-01,5.208072092401191400e-01,5.255948925515980807e-01,-2.807076684498648333e-01
1.033999999999999986e+01,5.271353270146226233e-01,5.271353320270689702e-01,5.271358282589668764e-01,5.271854494101091415e-01,5.321263316372009111e-01,-2.591166080328112797e-01
1.034999999999999964e+01,5.332155479727717085e-01,5.332155531392801517e-01,5.332160646233329304e-01,5.332672110958440737e-01,5.383615952656677361e-01,-2.374550189072606177e-01
1.035999999999999943e+01,5.389968687368082989e-01,5.389968740575181716e-01,5.389974008075104628e-01,5.390500739810968334e-01,5.442981091620662237e-01,-2.155804905418322037e-01
1.037000000000000099e+01,5.444770175946227475e-01,5.444770230695152868e-01,5.444775650836071179e-01,5.445317647746206191e-01,5.499334392580192965e-01,-1.933331847037287332e-01
1.038000000000000078e+01,5.496538664540041585e-01,5.496538720828968438e-01,5.496544293430002392e-01,5.497101537426353213e-01,5.552652886287168243e-01,-1.705560264771968093e-01
1.039000000000000057e+01,5.545254274460215127e-01,5.545254332285614041e-01,5.545260056997556308e-01,5.545832513147900267e-01,5.602914945031158833e-01,-1.471168344598287603e-01
1.040000000000000036e+01,5.590898496183189792e-01,5.590898555539778325e-01,5.590904431839583966e-01,5.591492047827031353e-01,5.650100253636973768e-01,-1.229245632144985861e-01
1.041000000000000014e+01,5.633454157394162110e-01,5.633454218274848158e-01,5.633460245460432114e-01,5.634062951069673808e-01,5.694189781322439581e-01,-9.793485793394368644e-02
1.041999999999999993e+01,5.672905392344061992e-01,5.672905454739896047e-01,5.672911631925167120e-01,5.673529338530802768e-01,5.735165754935616089e-01,-7.214558544014523789e-02
1.042999999999999972e+01,5.709237612648195848e-01,5.709237676548323259e-01,5.709244002658699912e-01,5.709876602759822450e-01,5.773011633522153740e-01,-4.558662915735448018e-02
1.043999999999999950e+01,5.742437479620267071e-01,5.742437545011884747e-01,5.742444018779963022e-01,5.743091385612362210e-01,5.807712084381837503e-01,-1.830847937022667127e-02
1.045000000000000107e+01,5.772492878430184327e-01,5.772492945298501876e-01,5.772499565260045262e-01,5.773161552368071270e-01,5.839252960756893263e-01,9.627564346036732168e-03
1.046000000000000085e+01,5.799392894120278807e-01,5.799392962448481903e-01,5.799399726938696542e-01,5.800076167796410775e-01,5.867621281348019968e-01,3.815658622674283906e-02
1.047000000000000064e+01,5.823127789594764181e-01,5.823127859363976810e-01,5.823134766514115324e-01,5.823825474197836805e-01,5.892805211834379886e-01,6.721476406262139047e-02
1.048000000000000043e+01,5.843688985713935136e-01,5.843689056903188517e-01,5.843696104637390309e-01,5.844400871526100882e-01,5.914794048263349868e-01,9.674214711660356070e-02
1.049000000000000021e+01,5.861069043645079635e-01,5.861069116231282239e-01,5.861076302263570348e-01,5.861794899723735686e-01,5.933578202599784079e-01,1.266840924892799203e-01
1.050000000000000000e+01,5.875261649536613895e-01,5.875261723494527022e-01,5.875269045326243500e-01,5.876001223413641616e-01,5.949149190585827363e-01,1.569918371704179805e-01
1.050999999999999979e+01,5.886261601426201473e-01,5.886261676728413716e-01,5.886269131645887054e-01,5.887014618949604206e-01,5.961499621849041253e-01,1.876225437756277592e-01
1.051999999999999957e+01,5.894064798733147370e-01,5.894064875350055743e-01,5.894072460422437043e-01,5.894830963807339286e-01,5.970623192350220654e-01,2.185390423597630694e-01
1.052999999999999936e+01,5.898668234205080019e-01,5.898668312104866640e-01,5.898676024182301081e-01,5.899447228601396587e-01,5.976514679281380582e-01,2.497094070582262515e-01
1.054000000000000092e+01,5.900069988378275898e-01,5.900070067526897999e-01,5.900077903239004939e-01,5.900861471593105145e-01,5.979169938537054474e-01,2.811064511356664020e-01
1.055000000000000071e+01,5.898269226596538628e-01,5.898269306957709679e-01,5.898277262712317004e-01,5.899072835741627774e-01,5.978585904668043405e-01,3.127071893006675984e-01
1.056000000000000050e+01,5.893266198667379552e-01,5.893266280202564822e-01,5.893274352184602050e-01,5.894081548343972354e-01,5.974760593278474197e-01,3.444922951503741060e-01
1.057000000000000028e+01,5.885062241140375239e-01,5.885062323808779583e-01,5.885070507979635046e-01,5.885888923332072142e-01,5.967693106158264982e-01,3.764455694905795569e-01
1.058000000000000007e+01,5.873659782026441345e-01,5.873659865785010314e-01,5.873668157882154794e-01,5.874497366137825249e-01,5.957383638991008423e-01,4.085534284429505059e-01
1.058999999999999986e+01,5.859062348244735707e-01,5.859062433048149998e-01,5.859070828584986845e-01,5.859910381042456873e-01,5.943833491603421892e-01,4.408044166966829103e-01
1.059999999999999964e+01,5.841274575559969318e-01,5.841274661360649212e-01,5.841283155626744161e-01,5.842132581197320151e-01,5.927045080756012663e-01,4.731887493750142060e-01
1.060999999999999943e+01,5.820302221011435240e-01,5.820302307759543936e-01,5.820310895821243502e-01,5.821169701103456884e-01,5.907021955528168888e-01,5.056978849973015055e-01
1.062000000000000099e+01,5.796152177801680017e-01,5.796152265445139173e-01,5.796160942146456607e-01,5.797028611527488273e-01,5.883768815345846726e-01,5.383241317726416009e-01
1.063000000000000078e+01,5.768832492627742337e-01,5.768832581112236513e-01,5.768841341076075269e-01,5.769717336818995790e-01,5.857291530558330628e-01,5.710602883935542717e-01
1.064000000000000057e+01,5.738352385275833356e-01,5.738352474544834436e-01,5.738361312174787843e-01,5.739245074606773578e-01,5.827597165010368618e-01,6.038993205761673533e-01
1.065000000000000036e+01,5.704722270444835264e-01,5.704722360439618001e-01,5.704731269922023174e-01,5.705622217674816143e-01,5.794694001468181366e-01,6.368340733732236192e-01
1.066000000000000014e+01,5.667953781751169373e-01,5.667953872410840255e-01,5.667962847717263886e-01,5.668860377948241602e-01,5.758591569187868631e-01,6.698570185749537220e-01
1.066999999999999993e+01,5.628059797748745652e-01,5.628059889010273986e-01,5.628068923900502174e-01,5.628972412571968675e-01,5.719300673708954674e-01,7.029600352781615324e-01
1.067999999999999972e+01,5.585054469818291345e-01,5.585054561616539237e-01,5.585063649642115768e-01,5.585972451899274827e-01,5.676833428753390587e-01,7.361342205979081177e-01
1.068999999999999950e+01,5.538953251829780156e-01,5.538953344097550247e-01,5.538962478605781170e-01,5.539875929215682948e-01,5.631203290153119490e-01,7.693697259873448768e-01
1.070000000000000107e+01,5.489772931484326879e-01,5.489773024152401204e-01,5.489782198290773518e-01,5.490699612076892500e-01,5.582425091730295330e-01,8.026556132649917963e-01
1.071000000000000085e+01,5.437531663202056498e-01,5.437531756199248667e-01,5.437540962920417442e-01,5.438461635152740392e-01,5.530515083011273703e-01,8.359797232158677760e-01
1.072000000000000064e+01,5.382249002114932734e-01,5.382249095368151215e-01,5.382258327435893719e-01,5.383181534462055939e-01,5.475490968354553845e-01,8.693285477529855143e-01
1.073000000000000043e+01,5.323945939349986611e-01,5.323946032784291349e-01,5.323955282779634368e-01,5.324880282773927220e-01,5.417371947730080795e-01,9.026870956438541871e-01
1.074000000000000021e+01,5.262644938248249860e-01,5.262645031786926664e-01,5.262654292115134247e-01,5.263580325653000047e-01,5.356178758756788838e-01,9.360387392591505984e-01
1.075000000000000000e+01,5.198369971309643178e-01,5.198370064874278107e-01,5.198379327772504332e-01,5.199305618616759661e-01,5.291933719835059113e-01,9.693650294456465089e-01
1.075999999999999979e+01,5.131146557683705645e-01,5.131146651194273822e-01,5.131155908739931659e-01,5.132081664681376054e-01,5.224660774209357594e-01,1.002645461900400381e+00
1.076999999999999957e+01,5.061001800984972210e-01,5.061001894359926645e-01,5.061011138479812876e-01,5.061935552251677350e-01,5.154385534717125239e-01,1.035857176857467810e+00
1.077999999999999936e+01,4.987964427212410734e-01,4.987964520368781685e-01,4.987973742848933467e-01,4.988895993116189143e-01,5.081135328972643528e-01,1.068974570906396915e+00
1.079000000000000092e+01,4.912064822533557251e-01,4.912064915387060471e-01,4.912074107883410701e-01,4.912993360298520962e-01,5.004939244773775053e-01,1.101968794796964746e+00
1.080000000000000071e+01,4.833335070635284003e-01,4.833335163100438980e-01,4.833344317150348735e-01,4.834259725512317085e-01,4.925828175480981286e-01,1.134807107496609069e+00
1.081000000000000050e+01,4.751808989471940636e-01,4.751809081462192719e-01,4.751818188496756967e-01,4.752728895970063649e-01,4.843834865001720447e-01,1.167452050115286966e+00
1.082000000000000028e+01,4.667522167055262461e-01,4.667522258483116637e-01,4.667531309840374232e-01,4.668436450287148931e-01,4.758993952125181170e-01,1.199860396774992566e+00
1.083000000000000007e+01,4.580511996073568515e-01,4.580512086850731523e-01,4.580521073789671771e-01,4.581419773186559130e-01,4.671342013943992066e-01,1.231981832414518419e+00
1.083999999999999986e+01,4.490817707061907638e-01,4.490817797099438402e-01,4.490826710814887490e-01,4.491718088706522782e-01,4.580917607976396355e-01,1.263757301061617877e+00
1.084999999999999964e+01,4.398480399787839668e-01,4.398480488996308058e-01,4.398489320634735300e-01,4.399372491687189024e-01,4.487761312552367987e-01,1.295116965430309408e+00
1.085999999999999943e+01,4.303543072517121981e-01,4.303543160806778123e-01,4.303551901483011477e-01,4.304425977215914911e-01,4.391915765182519138e-01,1.325977724594393337e+00
1.087000000000000099e+01,4.206050649023793109e-01,4.206050736304745019e-01,4.206059377119271692e-01,4.206923467670811712e-01,4.293425698724768202e-01,1.356240260803416975e+00
1.088000000000000078e+01,4.106050002953163247e-01,4.106050089135555581e-01,4.106058621192891778e-01,4.106911837043513702e-01,4.192337974547799551e-01,1.385785644418408680e+00
1.089000000000000057e+01,4.003589979142193611e-01,4.003590064136407500e-01,4.003598478564200924e-01,4.004439932498834454e-01,4.088701612567721688e-01,1.414471642547925345e+00
1.090000000000000036e+01,3.898721411721634555e-01,3.898721495438484119e-01,3.898729783407294258e-01,3.899558592537875068e-01,3.982567817767457830e-01,1.442129083554231528e+00
1.091000000000000014e+01,3.791497138725144489e-01,3.791497221076082780e-01,3.791505373819812896e-01,3.792320661586806030e-01,3.873990002720296699e-01,1.468558959056863511e+00
1.091999999999999993e+01,3.681972012833609753e-01,3.681972093730944140e-01,3.681980102567988244e-01,3.682781000783424963e-01,3.763023805552085377e-01,1.493531399722697994e+00
1.092999999999999972e+01,3.570202907859645891e-01,3.570202987216757329e-01,3.570210843571884340e-01,3.570996494670692911e-01,3.649727103116845450e-01,1.516788160746491698e+00
1.093999999999999950e+01,3.456248720888115411e-01,3.456248798619681040e-01,3.456256494045912286e-01,3.457026053408309707e-01,3.534160019196088687e-01,1.538050544853425627e+00
1.095000000000000107e+01,3.340170369902235592e-01,3.340170445924456333e-01,3.340177972125710215e-01,3.340930610144804414e-01,3.416384926765262398e-01,1.557034318469204592e+00
1.096000000000000085e+01,3.222030786226570687e-01,3.222030860457403278e-01,3.222038209311347545e-01,3.222773113712081861e-01,3.296466444364763992e-01,1.573471636662314932e+00
1.097000000000000064e+01,3.101894901870290155e-01,3.101894974229678636e-01,3.101902137810695903e-01,3.102618516042946473e-01,3.174471426217725378e-01,1.587137244893805477e+00
1.098000000000000043e+01,2.979829631563479242e-01,2.979829701973583655e-01,2.979836672575684187e-01,2.980533754071368335e-01,3.050468945652766717e-01,1.597873302996740907e+00
1.099000000000000021e+01,2.855903849218179302e-01,2.855903917603611064e-01,2.855910687763333344e-01,2.856587726113744008e-01,2.924530271327074882e-01,1.605606044874547056e+00
1.100000000000000000e+01,2.730188358490668876e-01,2.730188424778722256e-01,2.730194987298076859e-01,2.730851262569010673e-01,2.796728836345935276e-01,1.610349574667742090e+00
1.100999999999999979e+01,2.602755857378505899e-01,2.602755921499379510e-01,2.602762269467990830e-01,2.603397090668517766e-01,2.667140200125873717e-01,1.612196620125500246e+00
1.101999999999999957e+01,2.473680897258467293e-01,2.473680959145483915e-01,2.473687085962288645e-01,2.474299793004016146e-01,2.535842002260613182e-01,1.611300326746483602e+00
1.102999999999999936e+01,2.343039835408421423e-01,2.343039894998243389e-01,2.343045794392751568e-01,2.343635760126144829e-01,2.402913908718745661e-01,1.607852905742339189e+00
1.104000000000000092e+01,2.210910781501604916e-01,2.210910838734437556e-01,2.210916504787053538e-01,2.211483137210415173e-01,2.268437550334878039e-01,1.602065987094377197e+00
1.105000000000000071e+01,2.077373538053590707e-01,2.077373592873377195e-01,2.077379020034573198e-01,2.077921764235314550e-01,2.132496453448712304e-01,1.594155298436429113e+00
1.106000000000000050e+01,1.942509534867707943e-01,1.942509587222311929e-01,1.942514770330664442e-01,1.943033110155582555e-01,1.995175962503368816e-01,1.584330244222603934e+00
1.107000000000000028e+01,1.806401757390880825e-01,1.806401807232257684e-01,1.806406741531407789e-01,1.806900201168107900e-01,1.856563154853058117e-01,1.572787740650708255e+00
1.108000000000000007e+01,1.669134668928871634e-01,1.669134716213229730e-01,1.669139397367723210e-01,1.669607543129820737e-01,1.716746748797072231e-01,1.559709220135295338e+00
1.108999999999999986e+01,1.530794127450394448e-01,1.530794172138326414e-01,1.530798596246699395e-01,1.531241038122398423e-01,1.575817003579264020e-01,1.545259747851055465e+00
1.109999999999999964e+01,1.391467297078708143e-01,1.391467339135315229e-01,1.391471502742611666e-01,1.391887895223719585e-01,1.433865612749758711e-01,1.529588413390337021e+00
1.110999999999999943e+01,1.251242553866870333e-01,1.251242593261868152e-01,1.251246493369925772e-01,1.251636536528544508e-01,1.290985591007570155e-01,1.512829409303556805e+00
1.112000000000000099e+01,1.110209386820821126e-01,1.110209423528624728e-01,1.110213057604471087e-01,1.110576498123140299e-01,1.147271154956511774e-01,1.495103416783955641e+00
1.113000000000000078e+01,9.684582943636035890e-02,9.684583283633889372e-02,9.684616943454901761e-02,9.687983261079687047e-02,1.002817598125066156e-01,1.476519069081535074e+00
1.114000000000000057e+01,8.260806765954410713e-02,8.260807078711887574e-02,8.260838041736282000e-02,8.263934685760594701e-02,8.577211609457587038e-02,1.457174364939739952e+00
1.115000000000000036e+01,6.831687236353799209e-02,6.831687521758966763e-02,6.831715776905988857e-02,6.834541637947612325e-02,7.120788966319620272e-02,1.437157967270857650e+00
1.116000000000000014e+01,5.398153003705634390e-02,5.398153261694862287e-02,5.398178802665004605e-02,5.400733250109020223e-02,5.659885329493460904e-02,1.416550360223398419e+00
1.116999999999999993e+01,3.961138286473559617e-02,3.961138517031219386e-02,3.961161342277648434e-02,3.963444222530729949e-02,4.195483310968621538e-02,1.395424859511054771e+00
1.117999999999999972e+01,2.521581670837485384e-02,2.521581873995537570e-02,2.521601986683127614e-02,2.523613615933255686e-02,2.728569422577804479e-02,1.373848481672506283e+00
1.118999999999999950e+01,1.080424886803399431e-02,1.080425062640733534e-02,1.080442470579279918e-02,1.082183629534595390e-02,1.260132625808347770e-02,1.351882683710007527e+00
1.120000000000000107e+01,-3.613884268891873544e-03,-3.613882782476327341e-03,-3.613735626907759943e-03,-3.599016373403664780e-03,-2.088371267729022870e-03,1.329583986022393027e+00
1.121000000000000085e+01,-1.802913966052135941e-02,-1.802913844436479854e-02,-1.802901804444517059e-02,-1.801697431027947036e-02,-1.677350350223312178e-02,1.307004491663481316e+00
1.122000000000000064e+01,-3.243208006610419358e-02,-3.243207911807142324e-02,-3.243198526241682783e-02,-3.242259590961679705e-02,-3.144419478217709563e-02,1.284192314060198736e+00
1.123000000000000043e+01,-4.681328646995192022e-02,-4.681328578748607250e-02,-4.681321822295839846e-02,-4.680645793840489122e-02,-4.609060299728004462e-02,1.261191923852603702e+00
1.124000000000000021e+01,-6.116337041482369785e-02,-6.116336999496276017e-02,-6.116332842831424116e-02,-6.115916788715197727e-02,-6.070293373062365938e-02,1.238044424262594312e+00
1.125000000000000000e+01,-7.547298618839165529e-02,-7.547298602778659826e-02,-7.547297012746295719e-02,-7.547137617445770497e-02,-7.527145411284130727e-02,1.214787762914268487e+00
1.125999999999999979e+01,-8.973284281616047964e-02,-8.973284291109509536e-02,-8.973285230919100797e-02,-8.973378815337515468e-02,-8.978650631470286303e-02,1.191456886732850329e+00
1.126999999999999957e+01,-1.039337158011561235e-01,-1.039337161475680227e-01,-1.039337504419124425e-01,-1.039371758680197461e-01,-1.042385206086739041e-01,1.168083846940800141e+00
1.127999999999999936e+01,-1.180664585701033109e-01,-1.180664591636062521e-01,-1.180665179199620884e-01,-1.180723895061923101e-01,-1.186180279678079874e-01,1.144697857372969141e+00
1.129000000000000092e+01,-1.321220135738458146e-01,-1.321220144097529359e-01,-1.321220971641217101e-01,-1.321303685081052781e-01,-1.329156721275953079e-01,1.121325312695188092e+00
1.130000000000000071e+01,-1.460914229917170681e-01,-1.460914240650651452e-01,-1.460915303260794662e-01,-1.461021522897912872e-01,-1.471222210620997950e-01,1.097989769874136323e+00
1.131000000000000050e+01,-1.599658390157869814e-01,-1.599658403213607694e-01,-1.599659695727208009e-01,-1.599788905321351817e-01,-1.612285778507124012e-01,1.074711897536356986e+00
1.132000000000000028e+01,-1.737365336746624633e-01,-1.737365352070202595e-01,-1.737366869099933320e-01,-1.737518529929267808e-01,-1.752257908998796354e-01,1.051509397485577146e+00
1.133000000000000007e+01,-1.873949081501740388e-01,-1.873949099036729682e-01,-1.873950834996231940e-01,-1.874124388421299914e-01,-1.891050634725737201e-01,1.028396903192305478e+00
1.133999999999999986e+01,-2.009325015729637731e-01,-2.009325035417856009e-01,-2.009326984547059602e-01,-2.009521854619168990e-01,-2.028577624975136939e-01,1.005385860322561831e+00
1.134999999999999964e+01,-2.143409992786788898e-01,-2.143410014568554733e-01,-2.143412170958909901e-01,-2.143627766890284225e-01,-2.164754267083983663e-01,9.824843946599111089e-01
1.135999999999999943e+01,-2.276122404939268373e-01,-2.276122428753653837e-01,-2.276124786373255882e-01,-2.276360504944733298e-01,-2.299497740193957029e-01,9.596971740779541848e-01
1.137000000000000099e+01,-2.407382254221999696e-01,-2.407382280007082653e-01,-2.407384832725636414e-01,-2.407640060865432474e-01,-2.432727081704610661e-01,9.370252710666782114e-01
1.138000000000000078e+01,-2.537111217459692147e-01,-2.537111245152797179e-01,-2.537113986765551776e-01,-2.537388104125106181e-01,-2.564363246538628460e-01,9.144660326793815353e-01
1.139000000000000057e+01,-2.665232705496402565e-01,-2.665232735034342437e-01,-2.665235659285832281e-01,-2.665528040382533770e-01,-2.694329159231428350e-01,8.920129673943200110e-01
1.140000000000000036e+01,-2.791671916059818015e-01,-2.791671947379125163e-01,-2.791675047986092451e-01,-2.791985064485663637e-01,-2.822549758724778313e-01,8.696556552274599117e-01
1.141000000000000014e+01,-2.916355880692342861e-01,-2.916355913729492544e-01,-2.916359184402916305e-01,-2.916686207472315440e-01,-2.948952035987084663e-01,8.473796908533034467e-01
1.141999999999999993e+01,-3.039213505795099746e-01,-3.039213540486721543e-01,-3.039216974952814732e-01,-3.039560377334099006e-01,-3.073465065451095324e-01,8.251666676830741176e-01
1.142999999999999972e+01,-3.160175607790834951e-01,-3.160175644073914825e-01,-3.160179236094170507e-01,-3.160538393963926440e-01,-3.196020029381290706e-01,8.029942092374592333e-01
1.143999999999999950e+01,-3.279174942349806776e-01,-3.279174980161878583e-01,-3.279178723552277352e-01,-3.279553018412263432e-01,-3.316550235985410433e-01,7.808360572918300324e-01
1.145000000000000107e+01,-3.396146227790326488e-01,-3.396146267069656277e-01,-3.396150155718584696e-01,-3.396538976489231754e-01,-3.434991131581333068e-01,7.586622194289720511e-01
1.146000000000000085e+01,-3.511026163569725966e-01,-3.511026204255476291e-01,-3.511030232140088803e-01,-3.511432976713284027e-01,-3.551280307096150723e-01,7.364391812697552719e-01
1.147000000000000064e+01,-3.623753443044356315e-01,-3.623753485076746106e-01,-3.623757646278725764e-01,-3.624173722812440435e-01,-3.665357498993356833e-01,7.141301846589076519e-01
1.148000000000000043e+01,-3.734268761178374252e-01,-3.734268804498823702e-01,-3.734273093218730688e-01,-3.734701921778211253e-01,-3.777164584772174649e-01,6.916955693771205116e-01
1.149000000000000021e+01,-3.842514817463075216e-01,-3.842514862014336785e-01,-3.842519272584641321e-01,-3.842960286520489266e-01,-3.886645574183861807e-01,6.690931770046635307e-01
1.150000000000000000e+01,-3.948436314339793807e-01,-3.948436360066070461e-01,-3.948440886962915619e-01,-3.948893534019242146e-01,-3.993746595832039503e-01,6.462788078701596772e-01
1.150999999999999979e+01,-4.051979951260142321e-01,-4.051979998107196890e-01,-4.051984635961055070e-01,-4.052448379180295102e-01,-4.098415879382357740e-01,6.232067230068052410e-01
1.151999999999999957e+01,-4.153094414506359189e-01,-4.153094462421611510e-01,-4.153099206027002777e-01,-4.153573524714583298e-01,-4.200603734125549771e-01,5.998301785718077594e-01
1.152999999999999936e+01,-4.251730363020995718e-01,-4.251730411953606459e-01,-4.251735256277542896e-01,-4.252219647203061004e-01,-4.300262524130584740e-01,5.761019782218081975e-01
1.154000000000000092e+01,-4.347840411439681807e-01,-4.347840461340621854e-01,-4.347845401529276121e-01,-4.348339379498449286e-01,-4.397346640221064806e-01,5.519750282794879670e-01
1.155000000000000071e+01,-4.441379109329678387e-01,-4.441379160151796568e-01,-4.441384191537012249e-01,-4.441887289722061261e-01,-4.491812468943136016e-01,5.274028780187559606e-01
1.156000000000000050e+01,-4.532302917556825239e-01,-4.532302969254893843e-01,-4.532308087359208648e-01,-4.532819857999141888e-01,-4.583618358972177398e-01,5.023402287384872711e-01
1.157000000000000028e+01,-4.620570182088371558e-01,-4.620570234619130190e-01,-4.620575435159811617e-01,-4.621095450025277662e-01,-4.672724585783689655e-01,4.767433949141346994e-01
1.158000000000000007e+01,-4.706141105471641217e-01,-4.706141158793827883e-01,-4.706146437685913009e-01,-4.706674288334472545e-01,-4.759093313834228400e-01,4.505707030815442882e-01
1.158999999999999986e+01,-4.788977716231354598e-01,-4.788977770305725690e-01,-4.788983123664182773e-01,-4.789518421586596020e-01,-4.842688557335191879e-01,4.237828157216053659e-01
1.159999999999999964e+01,-4.869043836392724089e-01,-4.869043891182071038e-01,-4.869049315323206173e-01,-4.869591692086503443e-01,-4.923476139648832461e-01,3.963429707918645351e-01
1.160999999999999943e+01,-4.946305047419488066e-01,-4.946305102888640670e-01,-4.946310594330594057e-01,-4.946859701786727737e-01,-5.001423651592249442e-01,3.682171306453676518e-01
1.162000000000000099e+01,-5.020728655261972317e-01,-5.020728711377793196e-01,-5.020734266840041204e-01,-5.021289776989098508e-01,-5.076500408850970203e-01,3.393740380749510344e-01
1.163000000000000078e+01,-5.092283654105016488e-01,-5.092283710836396082e-01,-5.092289327238845864e-01,-5.092850932051461443e-01,-5.148677408738588923e-01,3.097851809175131699e-01
1.164000000000000057e+01,-5.160940689508268786e-01,-5.160940746826099268e-01,-5.160946421287317953e-01,-5.161513832619506470e-01,-5.217927286768524464e-01,2.794246708336146634e-01
1.165000000000000036e+01,-5.226672021095939424e-01,-5.226672078973098046e-01,-5.226677808807901338e-01,-5.227250758144463827e-01,-5.284224272947039003e-01,2.482690456107702337e-01
1.166000000000000014e+01,-5.289451485026107624e-01,-5.289451543437424519e-01,-5.289457326153862438e-01,-5.290035564301330817e-01,-5.347544148206029302e-01,2.162970087784905626e-01
1.166999999999999993e+01,-5.349254456471459473e-01,-5.349254515393677689e-01,-5.349260348689441891e-01,-5.349843645413239202e-01,-5.407864201137859705e-01,1.834891251499743969e-01
1.167999999999999972e+01,-5.406057812329247980e-01,-5.406057871740985732e-01,-5.406063753499293911e-01,-5.406651897118662786e-01,-5.465163185227581710e-01,1.498274963188360731e-01
1.168999999999999950e+01,-5.459839894411878669e-01,-5.459839954293581599e-01,-5.459845882578510112e-01,-5.460438679502104264e-01,-5.519421276797961129e-01,1.152954485004141771e-01
1.170000000000000107e+01,-5.510580473300754623e-01,-5.510580533634644729e-01,-5.510586506686019348e-01,-5.511183780897941364e-01,-5.570620033864025489e-01,7.987727543699496557e-02
1.171000000000000085e+01,-5.558260713053437829e-01,-5.558260773823451295e-01,-5.558266790051270556e-01,-5.558868382556725329e-01,-5.618742356022045081e-01,4.355810083950972800e-02
1.172000000000000064e+01,-5.602863136978061265e-01,-5.602863198169798498e-01,-5.602869256148239607e-01,-5.603475024361481704e-01,-5.663772445607064832e-01,6.323949527653360825e-03
