t_s,x2_control_m,x2_delta_theta2_1e-08_m,x2_delta_theta2_1e-06_m,x2_delta_theta2_0.0001_m,x2_delta_theta2_0.01_m,x2_delta_theta2_2_m
2.569999999999999840e+00,5.831190666564346481e-01,5.831190734517706087e-01,5.831197461898760537e-01,5.831870187633053648e-01,5.899021805184927469e-01,1.490347074896139157e+00
2.580000000000000071e+00,5.850184438006751364e-01,5.850184505808028179e-01,5.850191218132756443e-01,5.850862438170573165e-01,5.917862640696704979e-01,1.514119232218064326e+00
2.589999999999999858e+00,5.865997769994686362e-01,5.865997837637000334e-01,5.866004534224310563e-01,5.866674180464729327e-01,5.933516233022773090e-01,1.536080934698526246e+00
2.600000000000000089e+00,5.878625461017403797e-01,5.878625528495131647e-01,5.878632208788509006e-01,5.879300225592151152e-01,5.945978679399392952e-01,1.555958600418860360e+00
2.609999999999999876e+00,5.888063404386728594e-01,5.888063471695420548e-01,5.888070135254172000e-01,5.888736478568372679e-01,5.955247082791605973e-01,1.573482048652726561e+00
2.620000000000000107e+00,5.894308577810024596e-01,5.894308644946306686e-01,5.894315291436609261e-01,5.894979927898494898e-01,5.961319538648983674e-01,1.588407402700858562e+00
2.629999999999999893e+00,5.897359035372273794e-01,5.897359102333763481e-01,5.897365731519529364e-01,5.898028637543991648e-01,5.964195124309028539e-01,1.600541976021562673e+00
2.640000000000000124e+00,5.897213902135161057e-01,5.897213968920365090e-01,5.897220580653895761e-01,5.897881741497557062e-01,5.963873891105783143e-01,1.609765195617681943e+00
2.649999999999999911e+00,5.893873371364670710e-01,5.893873437972894092e-01,5.893880032185362383e-01,5.894539440995238966e-01,5.960356859253495010e-01,1.616039744755028762e+00
2.660000000000000142e+00,5.887338704317794935e-01,5.887338770749042105e-01,5.887345347440835486e-01,5.888003004287819531e-01,5.953646015607069186e-01,1.619410118114171571e+00
2.669999999999999929e+00,5.877612232604745302e-01,5.877612298859619111e-01,5.877618858090531972e-01,5.878274768988223098e-01,5.943744314145960050e-01,1.619990123115076841e+00
2.680000000000000160e+00,5.864697363167468147e-01,5.864697429247073268e-01,5.864703971126346005e-01,5.865358147034950287e-01,5.930655679174245964e-01,1.617944008325055805e+00
2.689999999999999947e+00,5.848598585882690548e-01,5.848598651788528002e-01,5.848605176464780619e-01,5.849257632283219044e-01,5.914385011416564142e-01,1.613466477159516632e+00
2.700000000000000178e+00,5.829321483548730587e-01,5.829321549282595605e-01,5.829328056933672508e-01,5.829978810484508500e-01,5.894938196778005679e-01,1.606765379308793706e+00
2.709999999999999964e+00,5.806872744438906775e-01,5.806872810002787766e-01,5.806879300825481538e-01,5.807528371826026214e-01,5.872322117770382155e-01,1.598048785419004414e+00
2.720000000000000195e+00,5.781260177285850732e-01,5.781260242681821593e-01,5.781266716881521273e-01,5.781914125908516056e-01,5.846544667611766055e-01,1.587516516136356692e+00
2.729999999999999982e+00,5.752492728583415982e-01,5.752492793813533956e-01,5.752499251593820029e-01,5.753145019042353869e-01,5.817614766940342186e-01,1.575355339757162021e+00
2.740000000000000213e+00,5.720580502129553047e-01,5.720580567195749921e-01,5.720587008747931579e-01,5.721231153784754886e-01,5.785542382886321722e-01,1.561736815837208914e+00
2.750000000000000000e+00,5.685534780773597863e-01,5.685534845677575611e-01,5.685541271170173605e-01,5.686183810681120221e-01,5.750338550611875377e-01,1.546816861285947420e+00
2.760000000000000231e+00,5.647368050315143551e-01,5.647368115058268856e-01,5.647374524626458392e-01,5.648015472160539119e-01,5.712015397213342505e-01,1.530736334071450599e+00
2.770000000000000018e+00,5.606094025229295674e-01,5.606094089812488912e-01,5.606100483547599156e-01,5.606739848266788506e-01,5.670586167745816919e-01,1.513622148853601246e+00
2.780000000000000249e+00,5.561727676251002617e-01,5.561727740674639042e-01,5.561734118613591571e-01,5.562371904235948739e-01,5.626065253223020424e-01,1.495588615367198448e+00
2.790000000000000036e+00,5.514285259720796972e-01,5.514285323984592369e-01,5.514291686099374035e-01,5.514927889846193976e-01,5.578468220562280422e-01,1.476738813961036012e+00
2.800000000000000266e+00,5.463784348463716078e-01,5.463784412566625726e-01,5.463790758753817034e-01,5.464425370301577711e-01,5.527811844441297140e-01,1.457165907046007014e+00
2.810000000000000053e+00,5.410243864018622340e-01,5.410243927958735544e-01,5.410250258029094539e-01,5.410883258468561774e-01,5.474114140973825871e-01,1.436954335530286064e+00
2.819999999999999840e+00,5.353684110077050473e-01,5.353684173851482875e-01,5.353690487519617847e-01,5.354321848322465272e-01,5.417394402281128230e-01,1.416180880602766257e+00
2.830000000000000071e+00,5.294126807002976776e-01,5.294126870607772650e-01,5.294133167481887003e-01,5.294762849475582733e-01,5.357673232703953348e-01,1.394915588501797421e+00
2.839999999999999858e+00,5.231595127299156767e-01,5.231595190729181333e-01,5.231601470300927259e-01,5.232229422652986406e-01,5.294972586234905076e-01,1.373222564609761553e+00
2.850000000000000089e+00,5.166113731726653668e-01,5.166113794975493168e-01,5.166120056610065125e-01,5.166746215837960676e-01,5.229315804774860021e-01,1.351160647746714627e+00
2.859999999999999876e+00,5.097708805600326132e-01,5.097708868660193460e-01,5.097715111586539338e-01,5.098339400579687819e-01,5.160727657101397137e-01,1.328783976531897837e+00
2.870000000000000107e+00,5.026408095709392621e-01,5.026408158571026297e-01,5.026414381872270631e-01,5.027036708933491083e-01,5.089234378365704581e-01,1.306142459656544963e+00
2.879999999999999893e+00,4.952240947067491073e-01,4.952241009720061982e-01,4.952247212324195624e-01,4.952867470239333825e-01,5.014863709982529949e-01,1.283282161016446876e+00
2.890000000000000124e+00,4.875238339488721095e-01,4.875238401919742559e-01,4.875244582590593234e-01,4.875862647725739407e-01,4.937644939776473230e-01,1.260245609334428973e+00
2.899999999999999911e+00,4.795432923719037399e-01,4.795432985914277468e-01,4.795439143242802849e-01,4.796054874674059443e-01,4.857608941913448275e-01,1.237072040732637435e+00
2.910000000000000142e+00,4.712859056869594387e-01,4.712859118812990911e-01,4.712865251208944728e-01,4.713478489889356693e-01,4.774788216295045573e-01,1.213797581569717288e+00
2.919999999999999929e+00,4.627552836894036625e-01,4.627552898567614537e-01,4.627559004251635133e-01,4.628169572220300898e-01,4.689216927808593782e-01,1.190455377399511239e+00
2.930000000000000160e+00,4.539552135861130155e-01,4.539552197244931531e-01,4.539558274241090041e-01,4.540165973878487748e-01,4.600930944567283021e-01,1.167075674859153978e+00
2.939999999999999947e+00,4.448896631758713083e-01,4.448896692830722754e-01,4.448902738959587544e-01,4.449507352294684859e-01,4.509967875179136110e-01,1.143685859433809959e+00
2.950000000000000178e+00,4.355627838539032348e-01,4.355627899275117398e-01,4.355633912147413578e-01,4.356235200223883552e-01,4.416367104751538486e-01,1.120310455323518362e+00
2.959999999999999964e+00,4.259789134119238430e-01,4.259789194493086573e-01,4.259795171503982791e-01,4.260392873809406011e-01,4.320169829377246695e-01,1.096971091023860589e+00
2.970000000000000195e+00,4.161425786125241277e-01,4.161425846108313120e-01,4.161431784432394476e-01,4.162025618395940318e-01,4.221419088845961287e-01,1.073686435234615377e+00
2.979999999999999982e+00,4.060584975061797275e-01,4.060585034623281908e-01,4.060590931210293908e-01,4.061180591777442950e-01,4.120159797337795693e-01,1.050472107543017231e+00
2.990000000000000213e+00,3.957315814563600043e-01,3.957315873670380624e-01,3.957321725241829125e-01,3.957906884535014047e-01,4.016438771834418553e-01,1.027340569018841743e+00
3.000000000000000000e+00,3.851669368446941633e-01,3.851669427063572626e-01,3.851675230110193082e-01,3.852255537176542677e-01,3.910304757942713594e-01,1.004300998173276227e+00
3.010000000000000231e+00,3.743698664550739741e-01,3.743698722639425824e-01,3.743704473419587342e-01,3.744279554070779614e-01,3.801808452908103098e-01,9.813591578701006402e-01
3.020000000000000018e+00,3.633458704709576770e-01,3.633458762230171724e-01,3.633464456769367468e-01,3.634033913531365956e-01,3.691002525587596672e-01,9.585172605243855726e-01
3.030000000000000249e+00,3.521006470772188313e-01,3.521006527682198906e-01,3.521012161773608984e-01,3.521575573943436788e-01,3.577941633033279722e-01,9.357738383155064232e-01
3.040000000000000036e+00,3.406400926451395583e-01,3.406400982705999336e-01,3.406406551912191105e-01,3.406963475727862178e-01,3.462682433332349707e-01,9.131236252429902889e-01
3.050000000000000266e+00,3.289703014751039767e-01,3.289703070303114929e-01,3.289708569958961215e-01,3.290258538891338569e-01,3.345283594667207705e-01,8.905574617275162641e-01
3.060000000000000053e+00,3.170975650618880204e-01,3.170975705419046831e-01,3.170981130635960321e-01,3.171523655812232834e-01,3.225805800262915302e-01,8.680622271996970563e-01
3.070000000000000284e+00,3.050283708517077530e-01,3.050283762513754660e-01,3.050289108185257891e-01,3.050823678946699147e-01,3.104311748737312859e-01,8.456208107401114171e-01
3.080000000000000071e+00,2.927694005154105050e-01,2.927694058293580093e-01,2.927699319102118336e-01,2.928225403684335260e-01,2.980866149827210432e-01,8.232121276078133709e-01
3.089999999999999858e+00,2.803275276777698610e-01,2.803275329004211724e-01,2.803280499429506856e-01,2.803797545797970248e-01,2.855535715270286490e-01,8.008111870715436398e-01
3.100000000000000089e+00,2.677098150875784066e-01,2.677098202131625304e-01,2.677103276460423009e-01,2.677610713285123456e-01,2.728389144491699669e-01,7.783892201764808227e-01
3.109999999999999876e+00,2.549235112334060083e-01,2.549235162559682633e-01,2.549240134896917920e-01,2.549737372668872126e-01,2.599497104707756412e-01,7.559138694254096125e-01
3.120000000000000107e+00,2.419760463952557172e-01,2.419760513086705866e-01,2.419765377368117143e-01,2.420251809659917930e-01,2.468932205564873528e-01,7.333494435136602707e-01
3.129999999999999893e+00,2.288750281112544305e-01,2.288750329092397728e-01,2.288755079098622469e-01,2.289230083973608498e-01,2.336768968183897954e-01,7.106572374158186545e-01
3.140000000000000124e+00,2.156282360379142005e-01,2.156282407140469592e-01,2.156287036512635757e-01,2.156749978085078234e-01,2.203083787918667102e-01,6.877959132393700603e-01
3.149999999999999911e+00,2.022436162339694699e-01,2.022436207817025489e-01,2.022440710073565295e-01,2.022890940187789810e-01,2.067954891128495065e-01,6.647219384222852190e-01
3.160000000000000142e+00,1.887292748898162786e-01,1.887292793024972215e-01,1.887297161579926663e-01,1.887734021641437054e-01,1.931462285857968864e-01,6.413900709501997310e-01
3.169999999999999929e+00,1.750934714343710952e-01,1.750934757052617363e-01,1.750938985235202527e-01,1.751361808166698730e-01,1.793687706216882949e-01,6.177538810276648196e-01
3.180000000000000160e+00,1.613446110843791137e-01,1.613446152066766448e-01,1.613450233142155188e-01,1.613858345461623989e-01,1.654714550190115596e-01,5.937662956780257462e-01
3.189999999999999947e+00,1.474912368474710911e-01,1.474912408143299603e-01,1.474916335334494621e-01,1.475309059341803342e-01,1.514627811125882073e-01,5.693801503870381531e-01
3.200000000000000178e+00,1.335420209936929725e-01,1.335420247982483100e-01,1.335424014493218070e-01,1.335800670559504633e-01,1.373514003387354410e-01,5.445487319705002438e-01
3.209999999999999964e+00,1.195057560009238073e-01,1.195057596363153229e-01,1.195061195401740245e-01,1.195421104354265768e-01,1.231461081193356011e-01,5.192262949126265070e-01
3.220000000000000195e+00,1.053913449835685023e-01,1.053913484429654379e-01,1.053916909233658106e-01,1.054259394824622331e-01,1.088558351508325528e-01,4.933685351784626860e-01
3.229999999999999982e+00,9.120779169712887879e-02,9.120779497375540446e-02,9.120811935988901165e-02,9.124055850124745959e-02,9.448963810840405042e-02,4.669330058419395302e-01
3.240000000000000213e+00,7.696419013415012333e-02,7.696419322131133056e-02,7.696449885038239569e-02,7.699506229351604780e-02,8.005668978083309295e-02,4.398794616760273168e-01
3.250000000000000000e+00,6.266971368040712143e-02,6.266971657151532149e-02,6.267000279134234131e-02,6.269862531700191866e-02,6.556626863970196895e-02,4.121701219438135277e-01
3.260000000000000231e+00,4.833360395050025071e-02,4.833360663910138411e-02,4.833387281073348030e-02,4.836049052256016778e-02,5.102774786596159240e-02,3.837698444841666223e-01
3.270000000000000018e+00,3.396515932067532828e-02,3.396516180047539496e-02,3.396540730080492565e-02,3.398995788657785400e-02,3.645058397082766299e-02,3.546462073538527715e-01
3.280000000000000249e+00,1.957372320551025932e-02,1.957372547040149569e-02,1.957394969475654070e-02,1.959637268565873891e-02,2.184430491942783090e-02,3.247694987792091315e-01
3.290000000000000036e+00,5.168672118047046120e-03,5.168674162133705605e-03,5.168876526833666302e-03,5.189113553076574528e-03,7.218497868767229965e-03,2.941126197166480383e-01
3.300000000000000266e+00,-9.240596439030534376e-03,-9.240594621407005257e-03,-9.240414676554573395e-03,-9.222419635959972981e-03,-7.417203429321075035e-03,2.626509081098261644e-01
3.310000000000000053e+00,-2.364467615210656334e-02,-2.364467456634294223e-02,-2.364451757562394119e-02,-2.362881795110934741e-02,-2.205313151781573139e-02,2.303618975065034880e-01
3.320000000000000284e+00,-3.803416415376048576e-02,-3.803416280496833141e-02,-3.803402927442917081e-02,-3.802067567244651891e-02,-3.667959837006452839e-02,1.972250287396550839e-01
3.330000000000000071e+00,-5.239967327204637232e-02,-5.239967216502958852e-02,-5.239956257025672748e-02,-5.238860255119024562e-02,-5.128690869131592028e-02,1.632213385619233348e-01
3.339999999999999858e+00,-6.673184421971335711e-02,-6.673184335894706554e-02,-6.673175814296949948e-02,-6.672323601134240445e-02,-6.586537332988798288e-02,1.283331583263099818e-01
3.350000000000000089e+00,-8.102135767411933198e-02,-8.102135706372994017e-02,-8.102129663506009438e-02,-8.101525324355815516e-02,-8.040532274726500117e-02,9.254386709197637284e-02
3.359999999999999876e+00,-9.525894619315064538e-02,-9.525894583689761830e-02,-9.525891056772384236e-02,-9.525538313640675991e-02,-9.489712046577265803e-02,5.583776284879726770e-02
3.370000000000000107e+00,-1.094354059153742342e-01,-1.094354058166334964e-01,-1.094353960411769688e-01,-1.094344179930982347e-01,-1.093311764339154196e-01,1.820014798066549311e-02
3.379999999999999893e+00,-1.235416079965121483e-01,-1.235416081582612624e-01,-1.235416241713050700e-01,-1.235432249853768844e-01,-1.236979602471115908e-01,-2.038222938505451776e-02
3.390000000000000124e+00,-1.375685097343463115e-01,-1.375685101591514747e-01,-1.375685522147523654e-01,-1.375727572968764023e-01,-1.379880141561520557e-01,-5.992015293459435066e-02
3.399999999999999911e+00,-1.515071653328056989e-01,-1.515071660228106964e-01,-1.515072343331999583e-01,-1.515140649063290712e-01,-1.521919657950307481e-01,-1.004199825578495076e-01
3.410000000000000142e+00,-1.653487362717864229e-01,-1.653487372287034129e-01,-1.653488319633807102e-01,-1.653583049768541091e-01,-1.663005405778550938e-01,-1.418802088472064238e-01
3.419999999999999929e+00,-1.790845012436689809e-01,-1.790845024687713893e-01,-1.790846237537950802e-01,-1.790967518123378899e-01,-1.803045736969215440e-01,-1.842856499592773756e-01
3.430000000000000160e+00,-1.927058656130198888e-01,-1.927058671071370521e-01,-1.927060150246136527e-01,-1.927208063372753966e-01,-1.941950216748976610e-01,-2.275979848884295276e-01
3.439999999999999947e+00,-2.062043703647612192e-01,-2.062043721282752484e-01,-2.062045467160468493e-01,-2.062220050649684056e-01,-2.079629734159624266e-01,-2.717408083918459449e-01
3.450000000000000178e+00,-2.195717005472871963e-01,-2.195717025801320610e-01,-2.195719038316563121e-01,-2.195920285600295729e-01,-2.215996607044426470e-01,-3.165771255624857394e-01
3.459999999999999964e+00,-2.327996931494720756e-01,-2.327996954511341310e-01,-2.327999233155582659e-01,-2.328227093350451748e-01,-2.350964681213419394e-01,-3.618781308043407252e-01
3.470000000000000195e+00,-2.458803444044009856e-01,-2.458803469739215819e-01,-2.458806013563414605e-01,-2.459060391730428785e-01,-2.484449423386705935e-01,-4.072863191728168797e-01
3.479999999999999982e+00,-2.588058165156544854e-01,-2.588058193516344363e-01,-2.588061001135326111e-01,-2.588341758717902508e-01,-2.616368007502353210e-01,-4.522860970974010297e-01
3.490000000000000213e+00,-2.715684437965926734e-01,-2.715684468971985011e-01,-2.715687538570527026e-01,-2.715994494003314275e-01,-2.746639394255245836e-01,-4.962094605217383103e-01
3.500000000000000000e+00,-2.841607382035388207e-01,-2.841607415665103886e-01,-2.841610745005645478e-01,-2.841943674486123173e-01,-2.875184403709494241e-01,-5.383074677550366838e-01
3.510000000000000231e+00,-2.965753942485147565e-01,-2.965753978711745953e-01,-2.965757565143620211e-01,-2.966116203556663500e-01,-3.001925780731116711e-01,-5.778854466101953635e-01
3.520000000000000018e+00,-3.088052933396716604e-01,-3.088052972189357370e-01,-3.088056812659408790e-01,-3.088440854638441202e-01,-3.126788253048729538e-01,-6.144417096809695611e-01
3.530000000000000249e+00,-3.208435075271864889e-01,-3.208435116595763081e-01,-3.208439207660264136e-01,-3.208848308780200553e-01,-3.249698582314013429e-01,-6.477335617461581485e-01
3.540000000000000036e+00,-3.326833026426906370e-01,-3.326833070243463975e-01,-3.326837408081197989e-01,-3.327271186167640726e-01,-3.370585607909474257e-01,-6.777511770651574174e-01
3.550000000000000266e+00,-3.443181408735652704e-01,-3.443181455002600755e-01,-3.443186035428982272e-01,-3.443644071971368459e-01,-3.489380283488168200e-01,-7.046413423715660596e-01
3.560000000000000053e+00,-3.557416827896082712e-01,-3.557416876567635056e-01,-3.557421695049755028e-01,-3.557903536705717684e-01,-3.606015706598819093e-01,-7.286304838525443639e-01
3.570000000000000284e+00,-3.669477888301131974e-01,-3.669477939328142924e-01,-3.669482991000594385e-01,-3.669988151179496283e-01,-3.720427141584482511e-01,-7.499702250324757902e-01
3.580000000000000071e+00,-3.779305202560785393e-01,-3.779305255890917370e-01,-3.779310535572287244e-01,-3.779838496085831112e-01,-3.832552035827693215e-01,-7.689065513989248313e-01
3.589999999999999858e+00,-3.886841395845682667e-01,-3.886841451423577176e-01,-3.886846953633487090e-01,-3.887397166401073134e-01,-3.942330029424977456e-01,-7.856655433551870127e-01
3.600000000000000089e+00,-3.992031106095006443e-01,-3.992031163862464482e-01,-3.992036882839044010e-01,-3.992608771634254539e-01,-4.049702958978710354e-01,-8.004486693243201278e-01
3.609999999999999876e+00,-4.094820979320870635e-01,-4.094821039217028114e-01,-4.094826968934687228e-01,-4.095419931164001603e-01,-4.154614855830413012e-01,-8.134328921926464728e-01
3.620000000000000107e+00,-4.195159660684114611e-01,-4.195159722645623868e-01,-4.195165856833034113e-01,-4.195779265334788066e-01,-4.257011938519582595e-01,-8.247728716911241209e-01
3.629999999999999893e+00,-4.292997781696832882e-01,-4.292997845658047540e-01,-4.293004177816225342e-01,-4.293637382669575064e-01,-4.356842600270713350e-01,-8.346038585256186915e-01
3.640000000000000124e+00,-4.388287943868882102e-01,-4.388288009762039144e-01,-4.388294533182449109e-01,-4.388946863517547703e-01,-4.454057391903772922e-01,-8.430446155870183755e-01
3.649999999999999911e+00,-4.480984699009553651e-01,-4.480984766764954941e-01,-4.480991474547534326e-01,-4.481662240348325277e-01,-4.548609000490720922e-01,-8.502000862688874339e-01
3.660000000000000142e+00,-4.571044526365806715e-01,-4.571044595912002184e-01,-4.571051480983026050e-01,-4.571739974874317602e-01,-4.640452223988096314e-01,-8.561637185307703346e-01
3.669999999999999929e+00,-4.658425806789296963e-01,-4.658425878053256697e-01,-4.658432933182950486e-01,-4.659138432193641322e-01,-4.729543942082748975e-01,-8.610194394619052893e-01
3.680000000000000160e+00,-4.743088794827713395e-01,-4.743088867735009151e-01,-4.743096085554918684e-01,-4.743817852851990313e-01,-4.815843084234835425e-01,-8.648433107367017314e-01
3.689999999999999947e+00,-4.824995588711372685e-01,-4.824995663186346651e-01,-4.825003036206331197e-01,-4.825740322795919468e-01,-4.899310595260731871e-01,-8.677049063421157227e-01
3.700000000000000178e+00,-4.904110098055909361e-01,-4.904110174021842905e-01,-4.904117694646679126e-01,-4.904869741034169617e-01,-4.979909397963281359e-01,-8.696684541119876766e-01
3.709999999999999964e+00,-4.980398010250394192e-01,-4.980398087629668291e-01,-4.980405748175219527e-01,-4.981171785981861611e-01,-5.057604354112210654e-01,-8.707937784820906080e-01
3.720000000000000195e+00,-5.053826755532138115e-01,-5.053826834246395450e-01,-5.053834626955313603e-01,-5.054613880488081357e-01,-5.132362223839723736e-01,-8.711370763793946370e-01
3.729999999999999982e+00,-5.124365471055145616e-01,-5.124365551025444887e-01,-5.124373468082379368e-01,-5.125165155854556343e-01,-5.204151623828124906e-01,-8.707515527732901939e-01
3.740000000000000213e+00,-5.191984964179126028e-01,-5.191985045326086290e-01,-5.191993078872380041e-01,-5.192796415072502558e-01,-5.272942984545551104e-01,-8.696879379188091619e-01
3.750000000000000000e+00,-5.256657675217136783e-01,-5.256657757461081770e-01,-5.256665899608922166e-01,-5.257480095515780771e-01,-5.338708506796110420e-01,-8.679949039055891991e-01
3.760000000000000231e+00,-5.318357640117233887e-01,-5.318357723378333013e-01,-5.318365966224378738e-01,-5.319190231568586835e-01,-5.401422118326343336e-01,-8.657193958304818526e-01
3.770000000000000018e+00,-5.377060453066333512e-01,-5.377060537264729545e-01,-5.377068872903192354e-01,-5.377902417174850180e-01,-5.461059430395334147e-01,-8.629068896353619955e-01
3.780000000000000249e+00,-5.432743229337422264e-01,-5.432743314393361223e-01,-5.432751734928538134e-01,-5.433593768629825238e-01,-5.517597694593707747e-01,-8.596015872023853310e-01
3.790000000000000036e+00,-5.485384568647351244e-01,-5.485384654481300082e-01,-5.485393152039567122e-01,-5.486242887883463482e-01,-5.571015760383659643e-01,-8.558465578839247190e-01
3.800000000000000266e+00,-5.534964519193819044e-01,-5.534964605726586662e-01,-5.534973172467865243e-01,-5.535829826523809283e-01,-5.621294033510885191e-01,-8.516838342962577135e-01
3.810000000000000053e+00,-5.581464542589440470e-01,-5.581464629742283190e-01,-5.581473257870980254e-01,-5.582336050658360804e-01,-5.668414435518233097e-01,-8.471544695465660357e-01
3.820000000000000284e+00,-5.624867479893564948e-01,-5.624867567588294204e-01,-5.624876249363738312e-01,-5.625744406894006566e-01,-5.712360364552243608e-01,-8.422985623489811502e-01
3.830000000000000071e+00,-5.665157518906394074e-01,-5.665157607065475220e-01,-5.665166334811843063e-01,-5.666039089581231813e-01,-5.753116657729877570e-01,-8.371552559151006490e-01
3.839999999999999858e+00,-5.702320162892772215e-01,-5.702320251439423338e-01,-5.702329017555205493e-01,-5.703205609489976347e-01,-5.790669555238732169e-01,-8.317627160857453683e-01
3.850000000000000089e+00,-5.736342200922224244e-01,-5.736342289780502757e-01,-5.736351086747495387e-01,-5.737230764102684288e-01,-5.825006666261611787e-01,-8.261580936591498281e-01
3.859999999999999876e+00,-5.767211679955701609e-01,-5.767211769050595294e-01,-5.767220589442456635e-01,-5.768102609656360347e-01,-5.856116936960702457e-01,-8.203774755829325027e-01
3.870000000000000107e+00,-5.794917878789664911e-01,-5.794917968047167411e-01,-5.794926804537542386e-01,-5.795810435043948772e-01,-5.883990620610065614e-01,-8.144558291435236574e-01
3.879999999999999893e+00,-5.819451284008135827e-01,-5.819451373355334356e-01,-5.819460218725576173e-01,-5.820344737725574591e-01,-5.908619250008122492e-01,-8.084269428794053081e-01
3.890000000000000124e+00,-5.840803568094571352e-01,-5.840803657459712195e-01,-5.840812504606227584e-01,-5.841697201801141492e-01,-5.929995612285932083e-01,-8.023233675885349525e-01
3.899999999999999911e+00,-5.858967569745260340e-01,-5.858967659057821020e-01,-5.858976500999030224e-01,-5.859860678286665792e-01,-5.948113726176673666e-01,-7.961763601936092671e-01
3.910000000000000142e+00,-5.873937276424771037e-01,-5.873937365615530259e-01,-5.873946195498489509e-01,-5.874829167634850746e-01,-5.962968821818956933e-01,-7.900158329391603340e-01
3.919999999999999929e+00,-5.885707809394455925e-01,-5.885707898395555748e-01,-5.885716709502242239e-01,-5.886597804729873928e-01,-5.974557323187044133e-01,-7.838703096705441631e-01
3.930000000000000160e+00,-5.894275411161469247e-01,-5.894275499906471705e-01,-5.894284285659762146e-01,-5.895162846304677906e-01,-5.982876833166472785e-01,-7.777668908462139763e-01
3.939999999999999947e+00,-5.899637435405289398e-01,-5.899637523829240893e-01,-5.899646277798579197e-01,-5.900521660837461102e-01,-5.987926121294832038e-01,-7.717312280930692658e-01
3.950000000000000178e+00,-5.901792339450440128e-01,-5.901792427489920279e-01,-5.901801143396706584e-01,-5.902672720995819633e-01,-5.989705114210412962e-01,-7.657875090554941977e-01
3.959999999999999964e+00,-5.900739679368917079e-01,-5.900739766962093125e-01,-5.900748438684809694e-01,-5.901615598711762445e-01,-5.988214888846994377e-01,-7.599584526908211846e-01
3.970000000000000195e+00,-5.896480107652172231e-01,-5.896480194738846770e-01,-5.896488816317906334e-01,-5.897350962827554444e-01,-5.983457668288115761e-01,-7.542653147057799545e-01
3.979999999999999982e+00,-5.889015373399677511e-01,-5.889015459921331797e-01,-5.889024025563701636e-01,-5.889880579259660909e-01,-5.975436820292061579e-01,-7.487279031632170234e-01
3.990000000000000213e+00,-5.878348325211244507e-01,-5.878348411111091742e-01,-5.878356915194660193e-01,-5.879207313866838813e-01,-5.964156858513121051e-01,-7.433646030752696365e-01
4.000000000000000000e+00,-5.864482916607385299e-01,-5.864483001830405051e-01,-5.864491438908123744e-01,-5.865335137847289548e-01,-5.949623446304477259e-01,-7.381924094514943357e-01
4.009999999999999787e+00,-5.847424213972851614e-01,-5.847424298465830894e-01,-5.847432663269637176e-01,-5.848269135659617257e-01,-5.931843403055168107e-01,-7.332269678417865366e-01
4.020000000000000462e+00,-5.827178407010340511e-01,-5.827178490721911519e-01,-5.827186778166424386e-01,-5.828015515454307849e-01,-5.910824713023540289e-01,-7.284826208430206229e-01
4.030000000000000249e+00,-5.803752821698562325e-01,-5.803752904579237981e-01,-5.803761109765239734e-01,-5.804581622009740149e-01,-5.886576536616274780e-01,-7.239724597375805093e-01
4.040000000000000036e+00,-5.777155935570110756e-01,-5.777156017572319113e-01,-5.777164135790012756e-01,-5.777975951988311154e-01,-5.859109223906080466e-01,-7.197083802554906651e-01
4.049999999999999822e+00,-5.747397395282265453e-01,-5.747397476360374124e-01,-5.747405503092435364e-01,-5.748208171485080786e-01,-5.828434330387491924e-01,-7.157011406273472431e-01
4.060000000000000497e+00,-5.714488036461491394e-01,-5.714488116571845300e-01,-5.714496047496235853e-01,-5.715289135849779267e-01,-5.794564634858440089e-01,-7.119604212912952201e-01
4.070000000000000284e+00,-5.678439905665589871e-01,-5.678439984766530113e-01,-5.678447815759094519e-01,-5.679230911626094169e-01,-5.757514159262286935e-01,-7.084948849620146261e-01
4.080000000000000071e+00,-5.639266284299441212e-01,-5.639266362351333939e-01,-5.639274089488162112e-01,-5.640046800443800912e-01,-5.717298190334134667e-01,-7.053122358792636160e-01
4.089999999999999858e+00,-5.596981714395755647e-01,-5.596981791361008707e-01,-5.596989410920548691e-01,-5.597751364774747884e-01,-5.673933302942515411e-01,-7.024192774472826084e-01
4.099999999999999645e+00,-5.551602026181524652e-01,-5.551602102024607577e-01,-5.551609610489519619e-01,-5.552360455473104306e-01,-5.627437385016935689e-01,-6.998219673325200008e-01
4.110000000000000320e+00,-5.503144367344389165e-01,-5.503144442031853156e-01,-5.503151836090593996e-01,-5.503891241013799673e-01,-5.577829663913272951e-01,-6.975254691001468998e-01
4.120000000000000107e+00,-5.451627233678153495e-01,-5.451627307178642523e-01,-5.451634583726777672e-01,-5.452362238111506665e-01,-5.525130733775017733e-01,-6.955341998033897077e-01
4.129999999999999893e+00,-5.397070500787035652e-01,-5.397070573071292010e-01,-5.397077729212483854e-01,-5.397793343391439347e-01,-5.469362584060369903e-01,-6.938518728545549630e-01
4.139999999999999680e+00,-5.339495457233871534e-01,-5.339495528274748049e-01,-5.339502561321429752e-01,-5.340205866505973731e-01,-5.410548628893974143e-01,-6.924815356558082780e-01
4.150000000000000355e+00,-5.278924838430806288e-01,-5.278924908203267430e-01,-5.278931815676969341e-01,-5.279622563990153949e-01,-5.348713737021507653e-01,-6.914256015367858943e-01
